nasukati;nasukah;nasukaš;nasuka;nasukasmo;nasukajte;nasukaju
odjeknuti;odjeknuh;odjeknu;odjeknu;odjeknusmo;odjeknuste;odjeknuše
napasti;napadoh;napadneš;napase;napadosmo;napadnite;napadoše
urezati;urežem;ureži;ureže;urežimo;urežite;urezat
maći;maknem;make;makne;makosmo;makoste;makoše
uvrći;uvrgoh;uvrći;uvrže;uvrgosmo;uvrgoste;uvrgoše
vrći;vrgoh;vrže;vrže;vrgosmo;vrzite;vrgoše
zapasati;zapasah;zapasa;zapasa;zapasasmo;zapašite;zapašu
prosinuti;prosinuh;prosinu;prosinu;prosinusmo;prosinuste;prosinuše
prislušnuti;prislušnuh;prislušneš;prislušnuo;prislušnusmo;prislušnite;prislušnuše
pokleknuti;pokleknuh;poklekni;pokleknu;pokleknusmo;pokleknite;pokleknut
zatezati;zatežem;zateži;zateže;zatežimo;zatežite;zatežu
proplesti;propletoh;propleti;proplete;propletosmo;propletoste;propletu
nabirati;nabirah;nabireš;nabiraše;nabirasmo;nabirite;nabiru
zagrepsti;zagreboh;zagrebi;zagrebe;zagrebosmo;zagreboste;zagreboše
otpuhnuti;otpuhnuh;otpuhnu;otpuhnu;otpuhnusmo;otpuhnuste;otpuhnuše
oteti;oteh;otmeš;otme;otesmo;otmete;otmu
oplakati;oplačem;oplači;oplače;oplačimo;oplačite;oplaču
zviznuti;zviznuh;zviznu;zviznu;zviznusmo;zviznuste;zviznuše
istrunuti;istrunuh;istrunu;istrunu;istrunusmo;istrunuste;istrunuše
podastirati;podastirah;podastiraše;podastire;podastirasmo;podastirite;podastirahu
jahati;jašem;jaši;jaši;jašimo;jašite;jašu
zapuhati;zapuhah;zapuši;zapuše;zapušimo;zapušite;zapuhat
odvagati;odvažem;odvaži;odvaži;odvažimo;odvažite;odvažu
prokazati;prokažem;prokaži;prokaže;prokažimo;prokažite;prokažu
uvući;uvukoh;uvučeš;uvuče;uvucimo;uvucite;uvuku
doći;dođoh;dođeš;dođe;dođimo;dođete;dođoše
pronijeti;pronijeh;pronije;pronije;pronijesmo;pronijeste;proniješe
živahnuti;živahnuo;živahneš;-;živahnusmo;živahnite;živahnuše
zavezati;zavezah;zavežeš;zaveže;zavežimo;zavezaste;zavezat
odvući;odvukoh;odvuke;odvuče;odvukosmo;odvucite;odvukoše
kidnuti;kidnuo;kidneš;neka kidne;kidnusmo;kidnite;neka kidnu
odrati;odrah;odraše;neka odre;odrasmo;odrite;neka odru
ogrepsti;ogreboh;ogrebeš;ogrebe;ogrebosmo;ogrebite;ogreboše
poskliznuti;poskliznuh;posklizni;poskliznu;poskliznusmo;poskliznite;poskliznuše
plahnuti;plahnuo;plahneš;plahne;plahnusmo;plahnite;plahnuše
reći;rečem;rečeć;reče;rečemo;rečete;reku
namazati;namažem;namaži;namaže;namažimo;namažite;namažu
promrznuti;promrznuh;promrznu;promrznu;promrznusmo;promrznuste;promrznuše
uspeti;uspnem;uspni;uspne;uspnimo;uspnite;uspnu
odvrnuti;odvrnuo;odvrneš;odvrnu;odvrnimo;odvrnite;odvrnuše
grgotati;grgotah;grgotaše;neka grgoće;grgotasmo;grgoćite;neka grgoću
podviknuti;podviknuh;podviknu;podviknu;podviknusmo;podviknuste;podviknuše
nasrtati;nasrćem;nasrćeš;nasrtaše;nasrćemo;nasrćite;nasrću
isplesti;ispletoh;ispleti;isplete;ispletosmo;ispletoste;ispletu
prozreti;prozrem;prozri;prozre;prozrimo;prozrite;prozru
opirati;opirem;opiri;opire;opirimo;opirite;opiru
pomoći;pomogoh;pomože;pomože;pomozimo;pomozite;pomogoše
nadjenuti;nadjenuh;nadjenu;nadjenu;nadjenusmo;nadjenuste;nadjenuše
razrezati;razrežem;razreži;razreže;razrežimo;razrežite;razrezat
kliktati;klikćem;klikćeš;kliće;klikćemo;klikćite;klikću
istiskati;istiskah;istiska;neka istišće;istiskasmo;istišćiti;istiskaše
razgrnuti;razgrnuh;razgrnu;razgrnu;razgrnusmo;razgrnuste;razgrnuše
slagati;slagah;slaži;slagaše;slažimo;slažite;slagaše
orisati;orišem;oriši;oriše;orišimo;orišite;orišu
potrti;potrh;potri;potre;potrsmo;potrste;potrše
zbrisati;zbrišem;zbriši;zbriše;zbrišimo;zbrišite;zbrisat
ispresti;ispredoh;ispredi;isprede;ispredosmo;ispredoste;ispredu
šmugnuti;šmugnuh;šmugnu;šmugnu;šmugnusmo;šmugnuste;šmugnuše
sastati;sastanem;sasta;sastajne;sastasmo;sastadoste;sastaše
hihotati;kikoćem;kikoćeš;kikoći;kikoćimo;kikoćite;kikoću
namignuti;namignuh;namignla;namignu;namignusmo;namignuste;namignuše
klicati;kličem;kličeš;kliče;kličimo;kličete;kliču
pomazati;pomažem;pomaži;pomaže;pomažimo;pomažite;pomazat
istjecati;istječem;istječeš;istjecaše;istječemo;istječite;istječu
podvesti;podvedoh;podvezi;podveze;podvedosmo;podvedoste;podvezu
obirati;obirah;obiraše;obirati;obirasmo;obirite;neka obiru
zasrati;zasrah;zasra;zasre;zasrasmo;zasrite;zasru
izostati;izostah;izosta;izosta;izostasmo;izostaste;izostaše
oduzeti;oduzeh;oduzmi;oduze;oduzesmo;oduzeste;oduzeše
klepetati;klepećem;klepećeš;klepeće;klepećemo;klepećite;klepetahu
kleti;kunijah;kunijaše;kunijaše;kunimo;kunite;kunijahu
ispuknuti;ispuknuh;ispuče;ispuče;ispuknusmo;ispuknuste;ispuknuše
ogrtati;ogrtah;ogrtaše;ogrće;ogrtasmo;ogrćite;ogrtahu
natuknuti;natuknuh;natuknu;natuknu;natuknusmo;natuknuste;natuknuše
prosuti;prosuh;prosu;prosu;prosusmo;prosuste;prospu
opuznuti;opuznuh;opuznu;opuznu;opuznusmo;opuznuste;opuznuše
steći;stečem;stečeć;steče;stečemo;stečete;steći
crpsti;crpijah;crpijaše;crpijaše;crpimo;crpite;crpu
pobosti;poboo;pobodeš;pobode;pobodosmo;pobodite;pobodoše
isprevrtati;isprevrćem;isprevrćeš;isprevrće;isprevrćemo;isprevrćite;isprevrću
odmaknuti;odmaknuh;odmakneš;odmakne;odmaknimo;odmaknuste;odmakoše
navući;navukoh;navuci;navuče;navucimo;navukoste;navući
izlizati;izlizah;izliži;izliza;izližimo;izližite;izlizaše
lagati;lažem;lažeš;lagaše;lažimo;lažite;lažu
grunuti;grunuh;grunu;grunu;grunusmo;grunuste;grunuše
zamrijeti;zamrijeh;zamrije;zamrije;zamrimo;zamrite;zamru
zalijegati;zalijegah;zalijegaše;zaliježe;zalijegasmo;zaliježite;zaliježu
zbrinuti;zbrinuh;zbrini;zbrinu;zbrinusmo;zbrinite;zbrinuše
zgrnuti;zgrnuh;zgrnu;zgrnu;zgrnusmo;zgrnuste;zgrnuše
zatisnuti;zatisnuh;zatisnu;zatisnu;zatisnusmo;zatisnuste;zatisnuše
zamuknuti;zamukoh;zamukni;zamukne;zamuknusmo;zamuknuste;zamukoše
ponarasti;ponarastoh;ponarasti;ponaraste;ponarastosmo;ponarastite;ponarastu
mazati;mazah;mazaše;maže;mažimo;mazaste;mazahu
iskakati;iskačem;iskačeš;iskakaše;iskačemo;iskačite;iskaču
rastegnuti;rastegoh;rastegnu;rastegnu;rastegosmo;rastegoste;rastegoše
odmahnuti;odmahnuh;odmahnu;odmahnu;odmahnusmo;odmahnuste;odmahnuše
udisati;udišem;udiši;udiše;udišimo;udišite;udišu
iskliznuti;iskliznuh;iskliznu;iskliznu;iskliznusmo;iskliznuste;iskliznuše
lipsati;lipsam;lipsaš;lipsa;lipsamo;lipsate;lipšu
izbjegnuti;izbjegnuh;-;-;izbjegnusmo;izbjegnuste;izbjegnuše
šišnuti;šišnem;šišni;šišne;šišnimo;šišnite;šišnu
griznuti;griznuh;griže;griže;griznusmo;griznuste;griznuše
prorezati;prorežem;proreži;proreže;prorežimo;prorežite;prorežu
zakukurijekati;zakukurijekah;zakukurijeka;zakukuriječe;zakukurijekasmo;zakukuriječite;zakukuriječu
sažeći;sažežem;sažežeš;neka sažeže;sažegosmo;sažežite;neka sažegu
stvrdnuti;stvrdnuh;stvrdnu;stvrdnu;stvrdnusmo;stvrdnuste;stvrdnuše
izrasti;izrastoh;izrasteš;izraste;izrastimo;izrastite;izrastoše
pecnuti;pecnuh;pecni;pecne;pecnimo;pecnite;pecnuše
ispreskakati;ispreskačem;ispreskačeš;ispreskače;ispreskačemo;ispreskačite;ispreskaču
istresti;istresoh;istresi;istrese;istresosmo;istresoste;istresu
zataknuti;zataknuh;zatakneš;zatače;zataknimo;zataknuste;zataknuše
zapregnuti;zapregoh;zapregni;zapregnu;zapregosmo;zapregnite;zapregoše
izginuti;izginuh;izginu;izginu;izginusmo;izginuste;izginuše
bocnuti;bocnuh;bocneš;bocne;bocnusmo;bocnite;bocnuše
zarasti;zarastoh;zarasteš;zaraste;zarastosmo;zarastite;zarast
dati;dadoh;dadneš;dadne;damo;dadoste;dadu
protegnuti;protegoh;protegnu;protegnu;protegosmo;protegoste;protegoše
ispuhati;ispuhah;ispuha;ispuši;ispušimo;ispušite;ispuhaše
ugristi;ugrizoh;ugrizeš;ugrize;ugrizosmo;ugrizoste;ugrizu
stizati;stizah;stiži;stizaše;stižimo;stižite;stizahu
začeti;začnem;zače;začne;-;začeste;začeše
navesti;navezoh;navezi;naveze;navezosmo;navezoste;navest
žmignuti;žmignuh;žmignu;žmignu;žmignusmo;žmignuste;žmignuše
presti;predijah;predi;predijaše;predimo;predite;prest
dokazati;dokazujem;dokazuješ;dokazuj;dokazujemo;dokazujmo;dokazajući
satrti;satrh;satr;satre;satrsmo;satrste;satrše
dopasti;dopadnem;dopadneš;dopadne;dopadosmo;dopadnite;dopadoše
navesti;navezoh;navezi;naveze;navezosmo;navezoste;navest
razastirati;razastirah;razastiraše;neka razastire;razastirasmo;razastirite;neka razastiru
kresati;krešem;kreši;kreše;krešimo;krešite;krešu
stinuti;stinuh;stinu;stinu;stinusmo;stinuste;stinuše
izbosti;izboo;izbodi;izbode;izbodosmo;izbodoste;izbodu
prigrnuti;prigrnuh;prigrnu;prigrnu;prigrnusmo;prigrnuste;prigrnuše
poduprijeti;poduprijeh;poduprije;poduprije;poduprimo;poduprite;podupru
žeći;žežem;žežeš;žezijaše;žežemo;žežite;žezijahu
zadjenuti;zadjenuh;zadjenu;zadjenu;zadjenusmo;zadjenuste;zadjenuše
mrdnuti;mrdnuo;mrdneš;mrdne;mrdnusmo;mrdnite;mrdnuše
odvrtati;odvrtah;odvrtaše;neka odvrće;odvrtasmo;odvrćite;neka odvrću
progristi;progrizoh;progrizi;progrize;progrizosmo;progrizoste;progrizu
zavinuti;zavinuh;zavinu;zavinu;zavinusmo;zavinuste;zavinuše
rasplinuti;rasplinuh;rasplinu;rasplinu;rasplinusmo;rasplinuste;rasplinuše
pobirati;pobirah;pobiraše;pobire;pobirasmo;pobirite;pobirahu
prekinuti;prekinuh;prekinu;prekinu;prekinusmo;prekinuste;prekinuše
zalijetati;zalijećem;zalijeći;zalijeće;zalijećimo;zalijećite;zalijeću
upiknuti;upiknuo;upikneš;neka upikne;upiknusmo;upiknite;neka upiknu
uvrnuti;uvrnuh;uvrnu;uvrnu;uvrnusmo;uvrnuste;uvrnuše
plesati;plešem;pleši;pleše;plešimo;plešite;plesahu
ukresati;ukrešem;ukreši;ukreše;ukrešimo;ukrešite;ukrešu
izrezati;izrežem;izreži;izreže;izrežimo;izrežite;izrežu
živnuti;živnuh;živni;živne;živnusmo;živnuste;živnla
odgurnuti;odgurnuh;odgurnu;odgurnu;odgurnusmo;odgurnuste;odgurnuše
jaukati;jaučem;jaučeš;jauče;jaučemo;jaučete;jauču
osmjehnuti;osmjehnuh;osmjehnu;osmjehnu;osmjehnusmo;osmjehnuste;osmjehnuše
razderati;razderem;razderi;razdere;razderimo;razderite;razderat
odlagati;odlažem;odlaži;odlagaše;odlažimo;odlažite;odlažu
pridignuti;pridigoh;pridiže;pridiže;pridigosmo;pridigoste;pridigoše
odazvati;odazvah;odazva;odazve;odazvasmo;odazvite;odazvu
započeti;započeh;započni;započne;započnimo;započnite;započnu
ispasti;ispadoh;ispadni;ispadne;ispadosmo;ispadoste;ispast
odgrtati;odgrćem;odgrćeš;odgrće;odgrćemo;odgrćite;odgrću
svezati;svežem;sveži;sveže;svežimo;svežite;svežu
prevesti;prevezoh;prevezeš;prevede;prevezimo;prevezavši;prevezoše
odmetati;odmetah;odmetaše;odmeće;odmetasmo;odmetaste;odmetahu
svesti;svedoh;svedi;svede;svedosmo;svedoste;svedu
sustegnuti;sustegnuo;sustegneš;neka sustegne;sustegnusmo;sustegnite;neka sustegnu
napuhati;napuhah;napuha;napuše;napuhasmo;napušite;napuhaše
poodmicati;poodmicah;poodmicaše;neka poodmiče;poodmicasmo;poodmičite;neka poodmiču
namirisati;namirisah;namirišeš;namirisa;namirišimo;namirišite;namirisaše
zaiskati;zaištem;zaišti;zaište;zaištimo;zaištite;zaištu
početi;počnem;počneš;poče;počesmo;počeste;počnu
njakati;njačem;njači;njače;njačimo;njačite;njaču
gasnuti;gasnuh;gašnjaše;gašnjaše;gasnusmo;gasnuste;gasnuše
odupirati;odupirem;odupiri;odupire;odupirimo;odupirite;odupiru
odmagati;odmažem;odmaži;odmaže;odmažimo;odmažite;odmažu
uzjahati;uzjašem;uzjaši;uzjaši;uzjašimo;uzjašite;uzjašu
piknuti;piknuo;pikni;pikne;piknimo;piknite;piknuše
natući;natukoh;natuci;natuče;natucimo;natucite;natući
namakati;namačem;namačeš;namače;namačemo;namačite;namaču
protrti;protrh;protri;protre;protrsmo;protrste;protrše
izbrati;izbrah;izbra;izbra;izbrasmo;izbraste;izbraše
izmesti;izmetoh;izmeti;izmete;izmetosmo;izmetoste;izmetu
uzavirati;uzavirah;uzaviraše;neka uzavire;uzavirasmo;uzavirite;neka uzaviru
bojadisati;bojadisah;bojadisa;neka bojadiše;bojadisasmo;bojadišite;neka bojadišu
lijegati;lijegah;lijegaše;neka liježe;lijegasmo;liježite;neka liježu
promuknuti;promukoh;promuknu;promuče;promukosmo;promukoste;promukoše
mignuti;migoh;mignu;mignu;migosmo;migoste;migoše
oronuti;oronuh;oroni;oronu;oronusmo;oronuste;oronuše
ureći;urečem;urečeš;ureče;urečemo;urečete;ureći
kihati;kišem;kišeš;kihaše;kišimo;kišite;kihahu
prebirati;prebirem;prebiri;prebire;prebirimo;prebirite;prebiru
naići;naišo;naiđeš;naiđe;naiđemo;naiđite;naiđoše
pokisnuti;pokisnuh;pokisni;pokisnu;pokisnusmo;pokisnite;pokisnuše
izderati;izderah;izderi;izdera;izderimo;izderite;izderaše
uminuti;uminuh;uminu;uminu;uminusmo;uminuste;uminuše
zaurlikati;zaurlikah;zaurličeš;neka zaurliče;zaurlikasmo;zaurličite;neka zaurliču
zalagati;zalagah;zalaži;zalaže;zalažimo;zalažite;zalažu
oticati;oticah;oticaše;otiči;oticasmo;otičite;oticahu
zaorati;zaorem;zaoreš;zaora;zaoremo;zaorete;zaoru
ulagati;ulažem;-;ulagaše;ulažemo;-;ulažu
zahliknuti;zahliknuh;zahliknu;zahliknu;zahliknusmo;zahliknuste;zahliknuše
odustati;odustanem;odusta;odusta;odustanimo;odustanite;odustaše
izmicati;izmicah;izmicaše;izmiče;izmicasmo;izmičite;izmicahu
navirati;navirem;naviri;naviraše;navirimo;navirite;navirahu
raspući;raspukoh;raspuče;raspuče;raspukosmo;raspukoste;raspukoše
gurnuti;gurnuh;gurneš;gurnu;gurnimo;gurnite;gurnuše
oglodati;oglođem;oglođi;oglođe;oglođimo;oglođite;oglodat
zamirisati;zamirišem;zamiriši;zamiriše;zamirišimo;zamirišite;zamirišu
dati;dadoh;dadneš;dadne;damo;dadoste;dadu
dirnuti;dirnem;dirnu;dirnu;-;dirnite;dirnu
klevetati;klevećem;klevećeš;kleveće;klevećemo;klevećite;kleveću
obazirati;obaziram;obaziraš;obazira;obaziramo;obazirate;obaziraju
zabrinuti;zabrinem;zabrinu;zabrinu;-;-;zabrinuše
štropotati;štropotah;štropotaše;štropoće;štropotasmo;štropotaste;štropoću
zveknuti;zveknuh;zveknu;zveknu;zveknusmo;zveknuste;zveknuše
otplesti;otpleo;otplese;neka otplete;otplesosmo;otpletite;neka otpletu
uzeti;uzmem;uzmeš;uzme;uzmimo;uzmite;uzeše
vezati;vežem;veži;vezaše;-;vežete;vezahu
disati;dišem;diši;disaše;dišimo;dišite;dišu
svući;svučem;svučeš;svuče;svučemo;svučete;svuku
podsjeći;podsjeko;podsjeke;podsiječe;podsiječemo;podsiječete;podsjekoše
strgnuti;strgoh;strže;strže;strgosmo;strgoste;strgoše
osluhnuti;osluhnuh;osluhnu;osluhnu;osluhnusmo;osluhnuste;osluhnuše
izvesti;izvezoh;izvezi;izveze;izvezosmo;izvezoste;izvest
oskvrnuti;oskvrnuh;oskvrnu;oskvrnu;oskvrnusmo;oskvrnuste;oskvrnuše
otezati;otezah;oteži;oteže;otežimo;otežete;otežu
prozvati;prozvah;prozovi;prozva;prozvasmo;prozvaste;prozvat
odrasti;odrastoh;odrasteš;odraste;odrastosmo;odrastoste;odrast
sustati;sustah;sustaneš;sustade;sustanimo;sustanite;sustaše
zatamnjivati;zatamnjivah;zatamnjivaše;neka zatamnjuje;zatamnjivasmo;zatamnjujte;neka zatamnjuju
ispisati;ispišem;ispišeš;ispisa;ispišimo;ispisaste;ispišu
sustezati;sustezah;sustezaše;neka susteže;sustezasmo;sustžite;neka sustežu
uvinuti;uvinuh;uvinu;uvinu;uvinusmo;uvinuste;uvinuše
pobrati;poberem;pobereš;pobere;pobrasmo;pobraste;poberu
žvakati;žvačem;žvačeš;žvakaše;žvačemo;žvačite;žvaču
iskretati;iskretah;iskretaše;iskreće;iskretasmo;iskrećite;iskretahu
raspregnuti;raspregoh;raspreže;raspreže;raspregosmo;raspregoste;raspregoše
posezati;posezah;posezaše;posezaše;posezasmo;posežite;posežu
najahati;najahah;najaha;najaši;najašimo;najašite;najahaše
proricati;proričem;proriči;proriče;proricasmo;proricaste;proriču
kretati;kretah;kretaše;kretaše;kretasmo;krećite;kretahu
razabirati;razabirah;razabireš;razabiraše;-;razabirete;razabiru
zaći;zađem;zađi;zađe;zađimo;zađite;zađoše
snijeti;snijeh;snije;snije;snijesmo;snijeste;sniješe
zamesti;zametem;zameti;-;zametimo;zametite;zamest
fijukati;fijukah;fijukaše;neka fijuče;fijukasmo;fijučite;neka fijuču
risati;risan;riši;riše;rišimo;rišite;rišu
napregnuti;napregoh;napregni;napregne;napregnimo;napregoste;napregoše
nadizati;nadizah;nadizaše;-;nadizasmo;nadižite;nadizahu
zarezati;zarežem;zarežeš;zareže;zarežemo;zarežete;zarezat
zarzati;zaržem;zarži;zarže;zaržimo;zaržite;zaržu
odvesti;odvežen;odvedeš;odvede;odvedimo;odvedoste;odvest
smagati;smažem;smaži;smagaše;smažimo;smažite;smažu
žvaknuti;žvaknuh;žvaknu;žvaknu;žvaknusmo;žvaknuste;žvaknuše
zametnuti;zametnuh;zametneš;zametnu;zametnimo;zametnite;zametnuše
opasati;opašem;opašeš;opaše;opašimo;opasaste;opašu
svenuti;svenuh;svenu;svenu;svenusmo;svenuste;svenuše
zasuti;zasuh;zasu;zasu;zasusmo;zasuste;zaspe
zaplesati;zaplesah;zapleši;zapleše;zaplešimo;zaplešite;zaplešu
zapuhnuti;zapuhnuh;zapuhni;zapuhnu;zapuhnusmo;zapuhnite;zapuhnuše
zakukurikati;zakukuričem;zakukuriči;zakukuriče;zakukuričimo;zakukuričite;zakukurikat
kazati;kazah;kaži;kaza;kažimo;kažite;kazat
lecnuti;lecnuh;lecnu;lecnu;lecnusmo;lecnuste;lecnuše
omaknuti;omakoh;omaknu;omače;omakosmo;omakoste;omakoše
isteći;istekoh;isteče;isteče;istekosmo;istekoste;istekoše
uganuti;uganuh;uganu;uganu;uganusmo;uganuste;uganuše
jurnuti;jurnuo;jurneš;neka jurne;jurnusmo;jurnuste;neka jurnu
zaklopotati;zaklopoćem;zaklopoći;zaklopoće;zaklopoćimo;zaklopoćite;zaklopoću
zvrcnuti;zvrcnuh;zvrcnu;zvrcnu;zvrcnusmo;zvrcnuste;zvrcnuše
prikazati;prikažem;prikaži;prikaza;prikažimo;prikažite;prikažu
gutnuti;gutnuh;gutnu;gutnu;gutnusmo;gutnuste;gutnuše
popiknuti;popiknuh;popikni;popiknu;popiknusmo;popiknite;popiknuše
pomesti;pometoh;pometi;pomete;pometimo;pometite;pomest
uginuti;uginuh;uginu;uginu;uginusmo;uginuste;uginuše
plakati;plakah;plačeš;plakaše;plačimo;plačite;plakahu
jesti;jedijah;jedi;jedijaše;jedijasmo;jedijaste;jedijahu
sresti;sretoh;sretni;srete;sretosmo;sretoste;sretoše
omrznuti;omrznuh;omrznu;omrznu;omrznusmo;omrznuste;omrznmena
ponijeti;ponijeh;ponesi;ponese;ponijesmo;ponesit;ponesu
zaostati;zaostadem;zaostani;zaostade;zaostanimo;zaostadete;zaostadu
iskati;išćem;išćeš;išće;išćimo;išćite;išću
trnuti;trnem;trni;trne;trnimo;trnite;trnuše
podvući;podvukoh;podvuci;podvuče;podvucimo;podvukavši;podvukoše
istaći;istakoh;istakni;istače;istaknimo;istaknete;istaku
nažderati;nažderah;naždera;naždere;nažderasmo;nažderite;nažderaše
klesati;klešem;kleši;kleše;klešimo;klešite;klešu
vagati;važem;važeš;važe;važimo;važite;važu
premazati;premažem;premaži;premaže;premažimo;premažite;premažu
ginuti;ginjah;ginjaše;gine;ginjasmo;ginite;ginjahu
lokati;ločem;ločeš;lokaše;ločimo;ločite;lokat
sahnuti;sahnjah;sahnjaše;sahnjaše;sahnjasmo;sahnjaste;sahnu
šutnuti;šutnuh;šutnu;šutnu;šutnusmo;šutnuste;šutnuše
nazvati;nazovem;nazoveš;nazove;nazovimo;nazvaste;nazvat
provesti;provedoh;provedi;proveze;provedimo;provedoste;provest
nataknuti;natakoh;natače;natače;natakosmo;natakoste;natakoše
obazreti;obazreo;obazri;obazre;obazrimo;obazrite;obazru
izuzeti;izuzmem;izuzmi;izuzme;izuzmimo;izuzmite;izuzmu
biglisati;biglišem;bigliši;biglisaše;biglišimo;biglišite;biglišu
mirisati;mirisah;mirisaše;mirisaše;mirišimo;mirisaste;mirisahu
pregnuti;pregnuh;pregnu;pregnu;pregnusmo;pregnuste;pregnuše
oplesti;opletem;opleteš;-;opletemo;opletete;opletu
potkazati;potkažem;potkaži;potkaže;potkažimo;potkažite;potkažu
pronići;proniknuh;proniče;proniče;pronikosmo;pronikoste;pronikoše
natrti;natrh;natri;natre;natrsmo;natrste;natrše
drmnuti;drmnuh;drmnu;drmnu;drmnusmo;drmnuste;drmnuše
popasti;popasoh;popasi;popase;popadošmo;popasite;popast
mahati;mašem;maši;maši;mašimo;mašite;mašu
tući;tučah;tučeš;tučaše;tučasmo;tučaste;tučahu
promaknuti;promakoh;promaknu;promače;promakosmo;promakoste;promakoše
šušnuti;šušnuh;šušnu;šušnu;šušnusmo;šušnuste;šušnuše
predahnuti;predahnuh;predahnu;predahnu;predahnusmo;predahnuste;predahnuše
zaderati;zaderem;zaderi;zadere;zaderimo;zaderite;zaderu
susprezati;susprežem;susprezaše;neka suspreže;susprezasmo;susprežite;neka susprežu
otirati;otirem;otiri;otire;otirimo;otirite;otiru
razapeti;razapnem;razapni;razapne;razapnimo;razapnite;razapnu
izvinuti;izvinuh;izvineš;izvinu;izvinimo;izvinuste;izvinuše
ciknuti;ciknuh;ciknu;ciknu;ciknusmo;ciknuste;ciknuše
taći;takoh;tače;tače;takosmo;takoste;takoše
okresati;okrešem;okreši;okreše;okrešimo;okrešite;okrešu
srnuti;srnem;srneš;srnu;-;-;srnuše
kreketati;krekećem;krekećeš;kreketaše;krekećemo;krekećite;kreketahu
zatjecati;zatjecah;zatjecaše;zatječe;zatjecasmo;zatječite;zatjecahu
vući;-;-;-;-;-;-
reći;rečem;rečeć;reče;rečemo;rečete;reku
natezati;natezah;nateži;natezaše;natežimo;natežite;natežu
odricati;odricah;odricaše;odriče;odricasmo;odričite;odricahu
iznijeti;iznijeh;iznesi;iznije;iznijesmo;iznijeste;izniješe
preći;pređem;-;-;pređemo;-;pređoše
pasti;pasem;pasi;pase;pasimo;pasite;padoše
iskrenuti;iskrenuh;iskreneš;iskrenu;iskrenimo;iskrenite;iskrenuše
tapnuti;tapnuo;tapneš;neka tapne;tapnusmo;tapnite;neka tapnu
prokisnuti;prokisnuh;prokisnu;prokisnu;prokisnusmo;prokisnuste;prokisnuše
kliknuti;kliknuh;klikneš;klikne;kliknusmo;kliknuste;kliknu
