nasukati;nasukan;nasukana;nasukano;nasukani;nasukane;nasukaju
lokati;ločem;ločeš;lokaše;ločimo;ločite;lokat
sahnuti;sahnjah;sahnjaše;sahnjaše;sahnjasmo;sahnjaste;sahnu
šutnuti;šutnuh;šutnu;šutnu;šutnusmo;šutnuta;šutnuše
nazvati;nazovem;nazoveš;nazove;nazovimo;nazvaste;nazvat
provesti;provedoh;provedi;proveze;provedimo;provezena;provest
nataknuti;nataknut;natače;nataknuto;natakosmo;nataknute;natakoše
obazreti;obazreo;obazri;obazre;obazrimo;obazrite;obazru
izuzeti;izuzmem;izuzmi;izuzeto;izuzmimo;izuzete;izuzmu
biglisati;biglišem;bigliši;biglisaše;biglišimo;biglišite;biglišu
mirisati;mirisah;mirisaše;mirisaše;mirišimo;mirisaste;mirisahu
pregnuti;pregnuh;pregnu;pregnu;pregnusmo;pregnuta;pregnuše
oplesti;opleten;opleteš;oplelo;opletemo;opletete;opletu
potkazati;potkažem;potkaži;potkaže;potkažimo;potkazana;potkažu
pronići;proniknuh;proniče;proniče;pronikosmo;proniknute;pronikoše
natrti;natrh;natri;natre;natrsmo;natrvena;natrše
drmnuti;drmnuh;drmnu;drmnu;drmnusmo;drmnuta;drmnuše
popasti;popasoh;popasi;popase;popadošmo;popadena;popast
mahati;mašem;maši;maši;mašimo;mašite;mašu
tući;tučah;tučeš;tučaše;tučasmo;tučaste;tučahu
promaknuti;promakoh;promaknu;promače;promakosmo;promaknute;promakoše
šušnuti;šušnuh;šušnu;šušnu;šušnusmo;šušnuta;šušnuše
predahnuti;predahnuh;predahnu;predahnu;predahnusmo;predahnuste;predahnuše
zaderati;zaderem;zaderi;zadere;zaderimo;zaderana;zaderu
susprezati;susprezan;susprezana;susprezano;susprezani;susprezane;susprezajući
otirati;otiran;otirana;otirano;otirani;otirane;otirući
razapeti;razapnem;razapet;razapne;razapnimo;razapeto;razapnu
izvinuti;izvinuh;izvineš;izvinu;izvinimo;izvinute;izvinuše
ciknuti;ciknuh;ciknu;ciknu;ciknusmo;ciknuta;ciknuše
taći;takoh;tače;tače;takosmo;taknute;takoše
okresati;okrešem;okreši;okreše;okrešimo;okrešite;okrešu
srnuti;srnem;srneš;srnu;-;srnula;srnuše
kreketati;krekećem;krekećeš;kreketaše;krekećemo;krekećite;krekećući
zatjecati;zatjecao;zatjecala;zatjecalo;zatjecasmo;zatjecale;zatječući
vući;-;-;-;-;-;-
reći;rečem;rečeć;reče;rečemo;rečete;reku
natezati;natezan;natezana;natezano;natezani;natezane;natežu
odricati;odrican;odricana;odricano;odricani;odricane;odricahu
iznijeti;iznijeh;iznesi;iznije;iznijesmo;iznijeste;izniješe
preći;pređem;-;-;pređemo;-;pređoše
pasti;pasem;pasi;pase;pasimo;pasene;padoše
iskrenuti;iskrenuh;iskreneš;iskrenu;iskrenimo;iskrenite;iskrenuše
tapnuti;tapnuvši;tapnula;tapnulo;tapnuli;tapnule;neka tapnu
prokisnuti;prokisnuh;prokisnu;prokisnu;prokisnusmo;prokisnuste;prokisnuše
kliknuti;kliknuh;klikneš;kliknulo;kliknuli;kliknule;kliknu
prižeći;prižežem;prižežeš;prižeže;prižežemo;prižežena;prižegu
zameketati;zamekećem;zamekeći;zamekeće;zamekećimo;zamekećite;zamekeću
posjesti;posjednem;posjedni;posjedne;posjednimo;posjednete;posjednu
preteći;pretečen;pretečena;pretečeno;pretečemo;pretečene;neka preteknu
pridonijeti;pridonijeh;pridonije;pridonije;pridonijesmo;pridonesena;pridoniješe
opeći;opekavši;opečena;opečeno;opečeni;opečene;opekoše
ošinuti;ošinuh;ošinu;ošinuto;ošinusmo;ošinute;ošinuše
raskinuti;raskinem;raskini;raskine;-;-;raskinu
izumirati;izumirao;izumirala;izumiralo;izumirali;izumirale;izumirući
kleknuti;klekoh;kleknu;kleknu;klekosmo;kleknuste;klekoše
izdići;izdignut;izdigni;izdignuto;izdignimo;izdigli;izdigoše
ostrugati;ostružem;ostruži;ostruga;ostružimo;ostružite;ostružu
zavrnuti;zavrnuh;zavrnu;zavrnu;zavrnusmo;zavrnuste;zavrnuše
sažigati;sažigao;sažigala;sažigalo;sažigali;sažigale;sažižući
usnuti;usnuh;usneš;-;usnusmo;usnuste;usnuše
zaškrgutati;zaškrgutavši;zaškrgutala;zaškrgutalo;zaškrgutali;zaškrgutale;neka zaškrguću
bljesnuti;bljesnuh;bljesnu;bljesnu;bljesnusmo;bljesnuste;bljesnuše
izlijetati;izlijećem;izlijećeš;izlijeće;izlijećemo;izlijećite;izlijećući
potrti;potrh;potri;potre;potrsmo;potrvena;potrše
nalagati;nalagan;nalagana;nalagano;nalagani;nalagane;nalažu
prepuknuti;prepukoh;prepuče;prepuče;prepukosmo;prepuknute;prepukoše
nadići;nadigoh;nadigni;nadiglo;nadigosmo;nadigoste;nadigoše
procvasti;procvatoh;procvati;procvate;procvatosmo;procvatoste;procvatoše
obrezati;obrežem;obreži;obreže;obrežimo;obrežite;obrezat
primaći;primaknem;primakneš;primaknu;primaknimo;primaknute;primaknu
nazreti;nazrevši;nazrio;nazrelo;nazrimo;nazrele;nazreše
gucnuti;gucnut;gucnuta;gucnuto;gucnusmo;gucnute;gucnuše
napeti;napeh;napneš;nape;napesmo;napnite;napnu
prožderati;prožderem;prožderi;proždere;prožderimo;prožderana;prožderu
hvalisati;hvalisam;hvalisaš;hvalisa;hvalisamo;hvalisajte;hvalisajući
prhnuti;prhnuh;prhnu;prhnu;prhnusmo;prhnuste;prhnuše
pozvati;pozovem;pozoveš;pozove;pozvasmo;pozovete;pozvat
rasprsnuti;rasprsnuvši;rasprsnuta;raspršte;rasprsnuli;rasprsnute;neka rasprsnu
zabljesnuti;zabljesnut;zabljesnuta;zabljesnuto;zabljesnusmo;zabljesnute;zabljesnuše
optjecati;optjecao;optjecala;optjecalo;optjecali;optjecale;optječući
hihotati;kikoćem;kikoćeš;kikoći;kikoćimo;kikoćite;kikoćući
iznaći;iznašavši;iznađena;iznađeno;iznađeni;iznađene;iznađoše
nanizati;nanižem;naniži;naniže;nanižimo;nanižite;nanižu
zablenuti;zablenuvši;zablenuta;zablenuto;zablenuli;zablenute;zablenuta
polijegati;polijegan;polijegana;polijegana;polijegani;polijegana;polijegana
podlokati;podlokan;podlokana;podlokano;podlokani;podlokane;podloču
nateći;natečem;nateci;natečeno;natecimo;natecite;nateknu
izreći;izrekoh;izrekni;izrekne;izrecimo;izreknite;izreknu
odvezati;odvezah;odvezana;odvezano;odvezani;odvezane;odvežu
zadirati;zadirem;zadiri;zadire;zadirimo;zadirite;zadiru
kihnuti;kihnuvši;kihneš;kihne;kihnuli;kihnule;kihnuše
niknuti;nikoh;niknuta;niknu;nikosmo;niknute;nikoše
buknuti;buknuh;buknu;buknu;buknusmo;buknuste;buknuše
šišati;šišam;sisaš;šišaše;šišasmo;šišane;šišaju
kisnuti;kisnuvši;kišnjaše;kišnjaše;kisnusmo;kisnući;kisnuše
kvrcnuti;kvrcnut;kvrcnuta;kvrcnuto;kvrcnusmo;kvrcnute;kvrcnuše
nadmetati;nadmećem;nadmećeš;nadmeće;nadmećemo;nadmećete;nadmećući
štipnuti;štipnuh;štipnu;štipnu;štipnusmo;štipnuta;štipnuše
prestati;prestanem;presta;presta;prestanimo;prestanite;prestanu
poodmaknuti;poodmakavši;poodmakni;poodmaknuto;poodmaknimo;poodmakoste;poodmakoše
svrgnuti;svrgoh;svrže;svrže;svrgosmo;svrgnuta;svrgoše
primirisati;primirišem;primiriši;primiriše;primirišimo;primirišite;primirišu
opovrgnuti;opovrgnuh;opovrže;opovrže;opovrgnusmo;opovrgnuste;opovrgnuše
nestati;nestanem;nesta;nesta;nestanimo;nestanite;nestat
poginuti;poginuh;pogini;poginu;poginusmo;poginite;poginut
upresti;upredoh;upredi;uprede;upredosmo;upredoste;upredu
prezirati;prezirem;preziri;prezire;prezirimo;prezirana;preziru
podmetati;podmetan;podmetalo;podmetano;podmećemo;podmetalo;podmećući
otvrdnuti;otvrdnuvši;otvrdnuta;otvrdnuto;otvrdnusmo;otvrdnute;otvrdnu
naleći;nalegnut;nalegnuta;nalegnuto;nalegosmo;nalegnute;nalegoše
nabrati;nabrah;naberi;nabra;naberimo;naberite;nabru
popeti;popnem;popneš;popne;popnemo;popnite;popnu
obavezati;obavezavši;obaveza;obavezalo;obavezasmo;obavezale;obavezaše
sprati;sprah;spra;spra;sprasmo;sprana;speru
podsmjehnuti;podsmjehuno;podsmjehni;podsmjehnula;podsmjehnimo;podsmjehnula;podsmjehnula
zastati;zastanem;zasta;zastane;zastanimo;zastanite;zastanu
prorasti;prorastoh;prorasti;proraste;prorastosmo;prorastoste;prorastu
truliti;trunjah;trunu;trunu;trunjasmo;trunjaste;trunu
izmazati;izmazavši;izmazana;izmazano;izmazani;izmazane;izmazaše
dosuti;dospem;dospi;dospe;dospimo;dosute;dospe
pretresti;pretresoh;pretresi;pretrese;pretresosmo;pretresena;pretresu
prebrati;prebrah;prebra;prebra;prebrasmo;prebraste;prebraše
ubrati;ubrah;ubra;ubra;ubrasmo;ubrana;ubraše
naricati;naricavši;naricana;naricano;naricani;naricane;naricana
zinuti;zinuh;zinu;zinu;zinusmo;zinlue;zinuše
zvati;zvah;zovi;zvaše;zvasmo;zvaste;zvat
pokliznuti;pokliznvuši;poklizni;pokliznu;pokliznimo;pokliznite;pokliznuše
pristignuti;pristigoh;pristignu;pristignu;pristigosmo;pristignute;pristigoše
kucnuti;kucnuh;kucneš;kucnulo;kucnusmo;kucnule;kucnuše
izlagati;izlagan;izlagana;izlagano;izlagani;izlagane;izlažu
puhnuti;puhnuh;puhnu;puhnu;puhnusmo;puhnuste;puhnuše
prijeći;prijeđoh;prijeđeš;prijeđe;prijeđosmo;prijeđoste;prijeđu
isticati;istican;isticana;isticano;isticani;isticane;isticahu
osvrtati;osvrćem;osvrćeš;osvrće;osvrćemo;osvrćite;osvrću
meketati;mekećem;mekećeš;meketaše;mekećemo;mekećite;mekećući
leći;ležem;ležeš;legnu;ležemo;ležete;legoše
preticati;pretican;preticana;preticano;preticani;preticane;pretičući
zaposjednuti;zaposjevši;zaposjednuta;zaposjednuta;zaposjednuti;zaposjednuta;zaposjednuta
drpnuti;drpnem;drpni;drpne;drpnimo;drpnute;drpnu
pribjeći;pribjegoh;pribježe;pribježe;pribjegosmo;pribjegoste;pribjegoše
nasrnuti;nasrnuh;nasrnu;nasrnu;nasrnusmo;nasrnuste;nasrnuše
ispuzati;ispužem;ispuži;ispuže;ispužimo;ispužite;ispužu
provrtati;provrtan;provrta;provrtano;provrtani;provrtane;neka provrću
dovući;dovučem;dovuče;dovuče;dovukosmo;dovučena;dovuku
ići;iđah;iđaše;iđaše;iđasmo;iđaste;iđahu
nametnuti;nametnuvši;nametni;nametne;nametnimo;nametnite;nametnuše
zakazati;zakazah;zakaži;zakaže;zakažimo;zakažite;zakažu
nabosti;nabodoh;nabodi;nabode;nabodimo;nabodite;nabodoše
rezati;režem;režeš;rezaše;režimo;režite;rezat
obrazlagati;obrazlagan;obrazlagana;obrazlagano;obrazlagani;obrazlagane;obrazlažući
odsjeći;odsiječem;odsiječeš;odsiječe;odsiječemo;odsjecite;odsjekoše
blenuti;blenuh;blenu;blenu;blenusmo;blenuste;blenuše
popasti;popasoh;popasi;popase;popadošmo;popadena;popast
oblizati;obližem;obliži;obliza;obližimo;obližite;oblizaše
ulijegati;uliježem;uliježeš;uliježe;uliježemo;uliježete;uliježu
pijukati;pijučem;pijučeš;pijukaše;pijučemo;pijučite;pijuču
premetnuti;premetnuh;premetnu;premetnu;premetnusmo;premetnuta;premetnuše
cvasti;cvatijah;cvalo;cvatijaše;cvatimo;cvalo;cvatijahu
počešati;počešavši;počešana;počešano;počešani;počešane;počešaše
smrknuti;smrknuh;smrknu;smrknu;smrknusmo;smrknuste;smrknuše
pipnuti;pipnuvši;pipnuta;pipnuto;pipnuli;pipnute;pipnuše
razlijegati;razliježem;razliježi;razlijegaše;razliježimo;razliježite;razliježu
nadometati;nadometan;nadometana;nadometano;nadometani;nadometane;nadomećući
polagati;polažem;polaži;polaže;polažimo;polažite;polažu
nazepsti;nazeboh;nazebeš;nazebe;nazebimo;nazebite;nazeboše
svrnuti;svrnuh;svrnu;svrnu;svrnusmo;svrnuta;svrnuše
nakrenuti;nakrenuvši;nakreni;nakrenuto;nakrenimo;nakrenute;nakrenuše
pretezati;pretežem;preteži;pretezaše;pretežimo;pretezana;pretežu
izasuti;izasut;izasuta;izasuto;izasusmo;izasute;izasuše
češati;češam;češaš;češa;češajmo;češajte;češaju
krasti;kraden;kradijaše;kradijaše;kradeni;kradene;kradući
šunuti;šunuh;šunu;šunu;šunusmo;šunuta;šunuše
pocrpsti;pocrpavši;pocrpena;pocrpeno;pocrpeni;pocrpene;pocrpoše
derati;derem;dere;dere;derimo;derite;derahu
uvezati;uvežem;uveži;uveže;uvežimo;uvežite;uvežu
presahnuti;presahnuh;presahnu;presahnu;presahnusmo;presahnuta;presahnuše
graktati;grakćem;grakćeš;grakći;grakćemo;grakćite;graktahu
zamicati;zamičem;zamiči;zamiče;zamičimo;zamičite;zamiču
iscrpsti;iscrpavši;iscrpena;iscrpeno;iscrpeni;iscrpene;iscrpoše
svisnuti;svisnem;svisnu;svisne;-;svisnula;-
munuti;munuvši;munuta;munuto;munuli;munute;munuše
dizati;dizah;diži;dizaše;dizasmo;dizaste;dizahu
trknuti;trknuh;trknu;trknu;trknusmo;trknuste;trknuše
zovnuti;zovnuh;zovnuta;zovnuto;zovnusmo;zovnute;zovnuše
oduprijeti;oduprijeh;oduprije;oduprije;oduprimo;oduprite;odupru
prepirati;prepirem;prepiri;prepire;prepirimo;prepirite;prepiru
gmizati;gmižem;gmiži;gmiže;gmižimo;gmižite;gmizahu
izumrijeti;izumrijeh;izumri;izumrije;izumrimo;izumrite;izumru
razastrijeti;razastrem;razastrije;razastrije;razastremo;razastrvena;razastriješe
gristi;grizen;grizena;grizeno;grizeni;grizene;grizijahu
prigristi;prigrizoh;prigrizi;prigrize;prigrizosmo;prigrizoste;prigrizu
sazreti;sazrim;sazrije;sazrije;sazrimo;sazrite;sazret
krenuti;krenuh;krenu;krenu;krenusmo;krenuste;krenuše
zapisati;zapisah;zapiši;zapiše;zapišimo;zapišite;zapišući
ispregnuti;ispregnut;ispregnuta;ispregnuto;ispregosmo;ispregnute;ispregoše
zazvati;zazvan;zazvana;zazva;zazvani;zazvane;zazvaše
zanemoći;zanemogoh;zanemože;zanemože;zanemogosmo;zanemogoste;zanemogoše
pronaći;pronađoh;pronađi;pronađe;pronađimo;pronađoste;pronađoše
nadovezati;nadovezavši;nadovezana;nadovezano;nadovežimo;nadovezane;nadovezaše
spopasti;spopadoh;spopadni;spopadne;spopadosmo;spopadoste;spopadoše
uteći;utečem;utečeš;uteknu;uteknemo;utečena;uteku
zalegnuti;zalegnuh;zalegnu;zalegne;zalegnimo;zalegnula;zalegnuše
zapomagati;zapomažem;zapomaži;zapomaže;zapomažimo;zapomažite;zapomažu
doprinijeti;doprinijeh;doprinije;doprinije;doprinijesmo;doprinesena;dopriniješe
čučnuti;čučnuvši;čučneš;čučnulo;čučnuli;čučnule;čučnu
podupirati;podupiran;podupirana;podupirano;podupirani;podupirane;podupirajući
zgrtati;zgrtan;zgrtana;zgrće;zgrtani;zgrtane;zgrću
došapnuti;došapnuh;došapnu;došapnu;došapnusmo;došapnuste;došapnuše
dupsti;-;-;-;-;-;-
stisnuti;stisnuh;stisnu;stisnu;stisnusmo;stisnuste;stisnuše
strti;strh;stri;stre;strsmo;strvena;stru
sinuti;šinuh;šineš;sine;šinusmo;šinuste;šinuše
zauzeti;zauzmem;zauzmeš;zauzme;zauzmemo;zauzeste;zauzeše
darnuti;darnuh;darnu;darnu;darnusmo;darnuta;darnuše
sustići;sustigoh;sustignu;sustignu;sustigosmo;sustignute;sustigoše
steći;stečem;stečeć;steče;stečemo;stečete;steći
zaviknuti;zaviknuh;zaviknu;zaviknu;zaviknusmo;zaviknuste;zaviknuše
podizati;podižem;podiži;podiže;podižimo;podižite;podižu
istezati;istezan;istezana;istezano;istezani;istezane;istežu
splasnuti;splasnuh;splasnu;splasnu;splasnusmo;splasnuste;splasnuše
dopisati;dopišem;dopiši;dopiše;dopišimo;dopisane;dopišu
oklevetati;oklevećem;okleveći;okleveće;oklevećimo;oklevećite;okleveću
odabrati;odabrah;odaberi;odabra;odabrasmo;odabraste;odabraše
isukati;isučem;isuči;isuče;isučimo;isučite;isuču
pokrasti;pokradoh;pokrase;pokrade;pokradosmo;pokradite;pokrast
izvrnuti;izvrnuh;izvrni;izvrne;izvrnimo;izvrnite;izvrnu
groktati;grokćem;grokćeš;grokći;grokćemo;grokćite;grokćući
dahtati;dašćem;dašćeš;dašće;dašćemo;dašćite;dašćući
uskrsnuti;uskrsnuh;uskrsnu;uskrsnu;uskrsnusmo;uskrsnuste;uskrsnuše
brati;berem;beri;braše;brasmo;braste;brat
sapletati;sapletan;sapletana;sapletano;sapletani;sapletane;saplećući
preplanuti;preplanuh;preplani;preplanu;preplanusmo;preplanuste;preplanuše
naslagati;naslažem;naslaži;naslaže;naslažimo;naslažite;naslagahu
propisati;propišem;propiši;propiše;propišimo;propišite;propišu
izdahnuti;izdahnuh;izdahnu;izdahnu;izdahnusmo;izdahnuste;izdahnuše
srasti;srastoh;srasti;sraste;srastosmo;sraštene;srastu
uzorati;uzorem;uzori;uzore;uzorimo;uzorana;uzoru
metati;mećem;meći;meće;mećimo;mećite;meću
udupsti;udubem;udubi;udube;udubimo;udubena;-
zastrugati;zastrugavši;zastrugana;zastrugano;zastrugani;zastrugane;zastružu
izići;iziđem;iziđeš;iziđe;iziđemo;iziđete;iziđu
zafijukati;zafijukavši;zafijukala;zafijukalo;zafijukali;zafijukale;neka zafijuču
mrći;mrknuh;mrknu;mrknu;mrknusmo;mrknuste;mrknuše
istući;istučen;istučena;istučeno;istučeni;istučene;istuku
uvenuti;uvenuh;uvenu;uvenu;uvenusmo;uvenuste;uvenuše
mahnuti;mahnuh;mahnu;mahnu;mahnusmo;mahnuste;mahnuše
lepetati;lepećem;lepećeš;lepeće;lepećemo;lepećite;lepećući
oprijeti;opro;oprla;oprlo;opremo;oprle;opru
okrenuti;okrenem;okreni;okrene;okrenimo;okrenuste;okrenuše
uznijeti;uznijeh;uznesi;uznije;uznijesmo;uznijeste;uzniješe
viknuti;viknuh;vikneš;vikne;-;-;viknu
preobući;preobukoh;preobučeš;preobuče;preobucimo;preobukoste;preobukoše
bućnuti;bućnuvši;bućnula;bućnulo;bućnuli;bućnule;bućnuše
utjecati;utječem;utjecaše;utječe;utjecasmo;utjecaste;utjecahu
iskisnuti;iskisnuvši;iskisnuta;iskisnuto;iskisnuli;iskisnute;iskisnuše
podrhtati;podrhtah;podrhtala;podrhtalo;podrhtali;podrhtale;podršćući
nazirati;naziran;nazirana;nazirano;nazirani;nazirajući;nazirahu
klisnuti;klisnuvši;klisnula;klisnulo;klisnuli;klisnule;neka klisnu
omirisati;omirisan;omirisana;omirisano;omirisani;omirisane;omirišu
umazati;umažem;umaži;umaže;umažimo;umazana;umažu
sustizati;sustizan;sustizana;sustizano;sustizani;sustizane;sustizahu
posegnuti;posegoh;posegni;poseže;posegosmo;posegnite;posegnut
izlanuti;izlanut;izlani;izlanuto;izlanimo;izlanute;izlanuše
zafrknuti;zafrknuvši;zafrknula;zafrknulo;zafrknuli;zafrknule;neka zafrknu
prati;perem;praše;praše;prasmo;prane;praše
opisati;opišem;opiši;opisa;opišimo;opišite;opišu
propasti;propadoh;propadni;propadne;propadosmo;propadoste;propast
otući;otučen;otučena;otučeno;otučeni;otučene;otuku
zreti;zrem;zri;zre;zremo;zrete;zru
oblagati;oblagan;oblagana;oblagano;oblagani;oblagane;oblažući
fijuknuti;fijuknuvši;fijuknula;fijuknulo;fijuknuli;fijuknule;neka fijuknu
unići;uniđem;uniđeš;uniđe;uniđosmo;uniđite;uniđu
podvezati;podvežem;podveži;podveza;podvežimo;podvežite;podvezat
škrinuti;škrinuh;škrinu;škrinu;škrinusmo;škrinuste;škrinuše
doticati;doticah;dotičeš;doticaše;dotičimo;doticane;dotiču
zapeti;zapeh;zapneš;zapne;zapnimo;zapnite;zapnu
izmaći;izmaknem;izmakni;izmaknuto;izmaknimo;izmaknute;izmakoše
razlegnuti;razlegnuh;razlegnu;razlegnu;razlegnusmo;razlegnuste;razlegnuše
gnjesti;gnjeten;gnjetena;gnjeteno;gnjeteni;gnjetene;gnjetući
umaknuti;umakoh;umače;umače;umakosmo;umakoste;umakoše
bosti;bodijah;bodi;bodijaše;bodimo;bodite;bost
spomenuti;spomenuh;spomenu;spomenu;spomenusmo;spomenuste;spomenuše
zepsti;zebah;zebijaše;zebijaše;zebimo;zebite;zebući
prirasti;prirastoh;prirasteš;priraste;prirastosmo;prirastoste;prirastu
žacnuti;žacnuh;žacnuta;žacnuto;žacnusmo;žacnute;žacnuše
pripomoći;pripomogoh;pripomože;pripomože;pripomogosmo;pripomogoste;pripomogoše
pojesti;pojeden;pojedena;pojede;pojedeni;pojedene;pojedu
grepsti;grebijah;grebi;grebijaše;grebimo;grebijaste;grebijahu
ispreplesti;isprepletoh;isprepleti;ispreplete;isprepletosmo;isprepletoste;isprepletu
tutnuti;tutnuh;tutnu;tutnu;tutnusmo;tutnute;tutnuše
biti;budnem;nijesi;bije;bijmo;nijeste;bit
puknuti;pukoh;puknu;puknu;pukosmo;puknute;pukoše
ušinuti;ušinuh;ušinu;ušinu;ušinusmo;ušinuta;ušinuše
obasizati;obasizan;obasizana;obasizano;obasizani;obasizane;obasižući
rastati;rastanem;rastani;rastane;rastasmo;rastanite;rastaše
odviknuti;odvikoh;odvikni;odviče;odviknimo;odvikavši;odvikoše
domoći;domogoh;domože;domože;domogosmo;domogoste;domogoše
doteći;dotekoh;doteče;doteknu;dotekosmo;dotečena;doteku
zateći;zateknem;zateci;zateče;zatecimo;zatecite;zateći
rastezati;rastezan;rastezana;rastezano;rastezani;rastezane;neka rastežu
obrisati;obrisat;obrisana;obrisano;obrisani;obrisane;obrisaše
maznuti;maznut;maznuta;maznuto;maznusmo;maznute;maznuše
osvanuti;osvanuh;osvanu;osvanu;osvanusmo;osvanuste;osvanuše
izazvati;izazvah;izazovi;izazva;izazvasmo;izazvaste;izazvaše
istaći;istakavši;istakni;istače;istaknimo;istaknete;istaku
ižmikati;ižmikan;ižmikana;ižmikano;ižmikani;ižmikane;ižmiču
natrti;natrh;natri;natre;natrsmo;natrvena;natrše
skliznuti;skliznuh;skliznu;skliznu;skliznusmo;skliznuste;skliznuše
dozvati;dozvah;dozva;dozva;dozvasmo;dozvane;dozvaše
srkati;srčem;srčeš;srče;srkasmo;srkana;srču
uvesti;uvezoh;uvezeš;uveze;uvezimo;uvezeno;uvezoše
izvrći;izvrgavši;izvrgni;izvrgne;izvrgnimo;izvrgle;izvrgoše
izvrtati;izvrćem;izvrćeš;izvrće;izvrćemo;izvrtana;izvrćući
ispremetati;ispremetan;ispremetana;ispremetano;ispremetani;ispremetane;ispremeću
napomenuti;napomenut;napomenuta;napomenuto;napomenusmo;napomenute;napomenuše
raznijeti;raznijeh;raznesi;raznije;raznijesmo;raznijeste;razniješe
upasti;upadoh;upadneš;upade;upadosmo;upadoste;upadoše
odreći;odrečen;odrečena;odrečeno;odrečeni;odrečene;odrenu
uzdahnuti;uzdahnuh;uzdahnu;uzdahnu;uzdahnusmo;uzdahnuste;uzdahnuše
pasti;pasem;pasi;pase;pasimo;pasene;padoše
probrati;probrah;proberi;probra;probrasmo;probraste;probrat
namicati;namicavši;namicana;namicano;namicani;namicane;namičući
zaplakati;zaplakaavši;zaplakana;zaplakana;zaplačimo;zaplakana;zaplakat
pokrenuti;pokrenuh;pokreni;pokrenu;pokrenimo;pokrenite;pokrenuše
banuti;banuh;bani;bani;banusmo;banuste;banuše
uzviknuti;uzviknuh;uzviknu;uzviknu;uzviknusmo;uzviknuste;uzviknuše
otpasti;otpadoh;otpadneš;otpade;otpadosmo;otpadoste;otpadoše
zapljusnuti;zapljusnuh;zapljusni;zapljusnu;zapljusnusmo;zapljusnite;zapljusnuše
prileći;prilegoh;prileže;prileže;prilegosmo;prilegoste;prilegoše
ustuknuti;ustuknuh;ustuknu;ustuknu;ustuknusmo;ustuknuste;ustuknuše
zijevnuti;zijevnuh;zijevnu;zijevnu;zijevnusmo;zijevnuste;zijevnuše
prilagati;prilagah;prilaži;prilagaše;prilažimo;prilagana;prilažu
