nasukati;nasukam;nasukaš;nasuka;nasukamo;nasukate;nasukaju
porazdjeljivati;porazdjeljivam;porazdjeljivaš;porazdjeljiva;porazdjeljivamo;porazdjeljivate;porazdjeljivaju
opskrbljivati;opskrbljivam;opskrbljivaš;opskrbljiva;opskrbljivamo;opskrbljivate;opskrbljivaju
prijateljevati;prijateljevam;prijateljevaš;prijateljeva;prijateljevamo;prijateljevate;prijateljevaju
pomračivati;pomračivam;pomračivaš;pomračiva;pomračivamo;pomračivate;pomračivaju
podmićivati;podmićivam;podmićivaš;podmićiva;podmićivamo;podmićivate;podmićivaju
dobovati;dobovam;dobovaš;dobova;dobovamo;dobovate;dobovaju
rimovati;rimovam;rimovaš;rimova;rimovamo;rimovate;rimovaju
propiti;propim;propiš;propi;propimo;propite;prope
proliti;prolim;proliš;proli;prolimo;prolite;prole
utemeljivati;utemeljivam;utemeljivaš;utemeljiva;utemeljivamo;utemeljivate;utemeljivaju
saviti;savim;saviš;savi;savimo;savite;save
nagovješćivati;nagovješćivam;nagovješćivaš;nagovješćiva;nagovješćivamo;nagovješćivate;nagovješćivaju
obilježivati;obilježivam;obilježivaš;obilježiva;obilježivamo;obilježivate;obilježivaju
podsmješkivati;podsmješkivam;podsmješkivaš;podsmješkiva;podsmješkivamo;podsmješkivate;podsmješkivaju
doliti;dolim;doliš;doli;dolimo;dolite;dole
sastajati;sastajam;sastajaš;sastaja;sastajamo;sastajate;sastajaju
unakazivati;unakazivam;unakazivaš;unakaziva;unakazivamo;unakazivate;unakazivaju
spominjati;spominjam;spominjaš;spominja;spominjamo;spominjate;spominjaju
danovati;danovam;danovaš;danova;danovamo;danovate;danovaju
razvezivati;razvezivam;razvezivaš;razveziva;razvezivamo;razvezivate;razvezivaju
obuti;obmem;obmeš;obme;obmemo;obmete;obmu
davati;davam;davaš;dava;davamo;davate;davaju
iskovati;iskovam;iskovaš;iskova;iskovamo;iskovate;iskovaju
nadviti;nadvim;nadviš;nadvi;nadvimo;nadvite;nadve
dokučivati;dokučivam;dokučivaš;dokučiva;dokučivamo;dokučivate;dokučivaju
pohvaljivati;pohvaljivam;pohvaljivaš;pohvaljiva;pohvaljivamo;pohvaljivate;pohvaljivaju
drugovati;drugovam;drugovaš;drugova;drugovamo;drugovate;drugovaju
prozivati;prozivam;prozivaš;proziva;prozivamo;prozivate;prozivaju
zadubljivati;zadubljivam;zadubljivaš;zadubljiva;zadubljivamo;zadubljivate;zadubljivaju
biljegovati;biljegovam;biljegovaš;biljegova;biljegovamo;biljegovate;biljegovaju
osujećivati;osujećivam;osujećivaš;osujećiva;osujećivamo;osujećivate;osujećivaju
zakriti;zakrim;zakriš;zakri;zakrimo;zakrite;zakre
prstenovati;prstenovam;prstenovaš;prstenova;prstenovamo;prstenovate;prstenovaju
stanjivati;stanjivam;stanjivaš;stanjiva;stanjivamo;stanjivate;stanjivaju
gnjiti;gnjim;gnjiš;gnji;gnjimo;gnjite;gnje
dobiti;dobim;dobiš;dobi;dobimo;dobite;dobe
oporučivati;oporučivam;oporučivaš;oporučiva;oporučivamo;oporučivate;oporučivaju
napiti;napim;napiš;napi;napimo;napite;nape
doznavati;doznavam;doznavaš;doznava;doznavamo;doznavate;doznavaju
zasijati;zasijam;zasijaš;zasija;zasijamo;zasijate;zasijaju
naliti;nalim;nališ;nali;nalimo;nalite;nale
jadikovati;jadikovam;jadikovaš;jadikova;jadikovamo;jadikovate;jadikovaju
istraživati;istraživam;istraživaš;istraživa;istraživamo;istraživate;istraživaju
kljuvati;kljuvam;kljuvaš;kljuva;kljuvamo;kljuvate;kljuvaju
svezivati;svezivam;svezivaš;sveziva;svezivamo;svezivate;svezivaju
sravnjivati;sravnjivam;sravnjivaš;sravnjiva;sravnjivamo;sravnjivate;sravnjivaju
osmjeljivati;osmjeljivam;osmjeljivaš;osmjeljiva;osmjeljivamo;osmjeljivate;osmjeljivaju
svaljivati;svaljivam;svaljivaš;svaljiva;svaljivamo;svaljivate;svaljivaju
grijati;grijam;grijaš;grija;grijamo;grijate;grijaju
isprašivati;isprašivam;isprašivaš;isprašiva;isprašivamo;isprašivate;isprašivaju
raskovati;raskovam;raskovaš;raskova;raskovamo;raskovate;raskovaju
prišiti;prišim;prišiš;priši;prišimo;prišite;priše
napominjati;napominjam;napominjaš;napominja;napominjamo;napominjate;napominjaju
optuživati;optuživam;optuživaš;optuživa;optuživamo;optuživate;optuživaju
isporučivati;isporučivam;isporučivaš;isporučiva;isporučivamo;isporučivate;isporučivaju
žeti;žmem;žmeš;žme;žmemo;žmete;žmu
zaljepljivati;zaljepljivam;zaljepljivaš;zaljepljiva;zaljepljivamo;zaljepljivate;zaljepljivaju
oslabljivati;oslabljivam;oslabljivaš;oslabljiva;oslabljivamo;oslabljivate;oslabljivaju
izluđivati;izluđivam;izluđivaš;izluđiva;izluđivamo;izluđivate;izluđivaju
ispaljivati;ispaljivam;ispaljivaš;ispaljiva;ispaljivamo;ispaljivate;ispaljivaju
prerušivati;prerušivam;prerušivaš;prerušiva;prerušivamo;prerušivate;prerušivaju
njegovati;njegovam;njegovaš;njegova;njegovamo;njegovate;njegovaju
okajati;okajam;okajaš;okaja;okajamo;okajate;okajaju
strahovati;strahovam;strahovaš;strahova;strahovamo;strahovate;strahovaju
brijati;brijam;brijaš;brija;brijamo;brijate;brijaju
dodjeljivati;dodjeljivam;dodjeljivaš;dodjeljiva;dodjeljivamo;dodjeljivate;dodjeljivaju
sakriti;sakrim;sakriš;sakri;sakrimo;sakrite;sakre
preplavljivati;preplavljivam;preplavljivaš;preplavljiva;preplavljivamo;preplavljivate;preplavljivaju
sporazumjeti;sporazumjmem;sporazumjmeš;sporazumjme;sporazumjmemo;sporazumjmete;sporazumjmu
osnaživati;osnaživam;osnaživaš;osnaživa;osnaživamo;osnaživate;osnaživaju
umjeti;umjmem;umjmeš;umjme;umjmemo;umjmete;umjmu
produljivati;produljivam;produljivaš;produljiva;produljivamo;produljivate;produljivaju
šiti;šim;šiš;ši;šimo;šite;še
privezivati;privezivam;privezivaš;priveziva;privezivamo;privezivate;privezivaju
posjećivati;posjećivam;posjećivaš;posjećiva;posjećivamo;posjećivate;posjećivaju
izbezumljivati;izbezumljivam;izbezumljivaš;izbezumljiva;izbezumljivamo;izbezumljivate;izbezumljivaju
usuđivati;usuđivam;usuđivaš;usuđiva;usuđivamo;usuđivate;usuđivaju
otimati;otimam;otimaš;otima;otimamo;otimate;otimaju
poplavljivati;poplavljivam;poplavljivaš;poplavljiva;poplavljivamo;poplavljivate;poplavljivaju
savjetovati;savjetovam;savjetovaš;savjetova;savjetovamo;savjetovate;savjetovaju
zanemarivati;zanemarivam;zanemarivaš;zanemariva;zanemarivamo;zanemarivate;zanemarivaju
darovati;darovam;darovaš;darova;darovamo;darovate;darovaju
priznavati;priznavam;priznavaš;priznava;priznavamo;priznavate;priznavaju
dočuti;dočmem;dočmeš;dočme;dočmemo;dočmete;dočmu
blagovati;blagovam;blagovaš;blagova;blagovamo;blagovate;blagovaju
opsovati;opsovam;opsovaš;opsova;opsovamo;opsovate;opsovaju
otposlati;otposlam;otposlaš;otposla;otposlamo;otposlate;otposlaju
namamljivati;namamljivam;namamljivaš;namamljiva;namamljivamo;namamljivate;namamljivaju
uređivati;uređivam;uređivaš;uređiva;uređivamo;uređivate;uređivaju
naručivati;naručivam;naručivaš;naručiva;naručivamo;naručivate;naručivaju
zavjetovati;zavjetovam;zavjetovaš;zavjetova;zavjetovamo;zavjetovate;zavjetovaju
titlovati;titlovam;titlovaš;titlova;titlovamo;titlovate;titlovaju
poštovati;poštovam;poštovaš;poštova;poštovamo;poštovate;poštovaju
zaključivati;zaključivam;zaključivaš;zaključiva;zaključivamo;zaključivate;zaključivaju
uprizorivati;uprizorivam;uprizorivaš;uprizoriva;uprizorivamo;uprizorivate;uprizorivaju
usmrćivati;usmrćivam;usmrćivaš;usmrćiva;usmrćivamo;usmrćivate;usmrćivaju
zaglavljivati;zaglavljivam;zaglavljivaš;zaglavljiva;zaglavljivamo;zaglavljivate;zaglavljivaju
opetovati;opetovam;opetovaš;opetova;opetovamo;opetovate;opetovaju
uznemirivati;uznemirivam;uznemirivaš;uznemiriva;uznemirivamo;uznemirivate;uznemirivaju
upaljivati;upaljivam;upaljivaš;upaljiva;upaljivamo;upaljivate;upaljivaju
pogurivati;pogurivam;pogurivaš;poguriva;pogurivamo;pogurivate;pogurivaju
mačevati;mačevam;mačevaš;mačeva;mačevamo;mačevate;mačevaju
prošupljivati;prošupljivam;prošupljivaš;prošupljiva;prošupljivamo;prošupljivate;prošupljivaju
pobjeđivati;pobjeđivam;pobjeđivaš;pobjeđiva;pobjeđivamo;pobjeđivate;pobjeđivaju
mljeti;mljmem;mljmeš;mljme;mljmemo;mljmete;mljmu
porubljivati;porubljivam;porubljivaš;porubljiva;porubljivamo;porubljivate;porubljivaju
stanovati;stanovam;stanovaš;stanova;stanovamo;stanovate;stanovaju
iskazivati;iskazivam;iskazivaš;iskaziva;iskazivamo;iskazivate;iskazivaju
napuhivati;napuhivam;napuhivaš;napuhiva;napuhivamo;napuhivate;napuhivaju
trovati;trovam;trovaš;trova;trovamo;trovate;trovaju
prokrčivati;prokrčivam;prokrčivaš;prokrčiva;prokrčivamo;prokrčivate;prokrčivaju
oštećivati;oštećivam;oštećivaš;oštećiva;oštećivamo;oštećivate;oštećivaju
iznuđivati;iznuđivam;iznuđivaš;iznuđiva;iznuđivamo;iznuđivate;iznuđivaju
rashlađivati;rashlađivam;rashlađivaš;rashlađiva;rashlađivamo;rashlađivate;rashlađivaju
podsmjehivati;podsmjehivam;podsmjehivaš;podsmjehiva;podsmjehivamo;podsmjehivate;podsmjehivaju
izuti;izmem;izmeš;izme;izmemo;izmete;izmu
propisivati;propisivam;propisivaš;propisiva;propisivamo;propisivate;propisivaju
zasluživati;zasluživam;zasluživaš;zasluživa;zasluživamo;zasluživate;zasluživaju
okovati;okovam;okovaš;okova;okovamo;okovate;okovaju
presuđivati;presuđivam;presuđivaš;presuđiva;presuđivamo;presuđivate;presuđivaju
popisivati;popisivam;popisivaš;popisiva;popisivamo;popisivate;popisivaju
šefovati;šefovam;šefovaš;šefova;šefovamo;šefovate;šefovaju
zasađivati;zasađivam;zasađivaš;zasađiva;zasađivamo;zasađivate;zasađivaju
dovikivati;dovikivam;dovikivaš;dovikiva;dovikivamo;dovikivate;dovikivaju
bojevati;bojevam;bojevaš;bojeva;bojevamo;bojevate;bojevaju
ubiti;ubim;ubiš;ubi;ubimo;ubite;ube
odstranjivati;odstranjivam;odstranjivaš;odstranjiva;odstranjivamo;odstranjivate;odstranjivaju
zapiti;zapim;zapiš;zapi;zapimo;zapite;zape
dosađivati;dosađivam;dosađivaš;dosađiva;dosađivamo;dosađivate;dosađivaju
primjećivati;primjećivam;primjećivaš;primjećiva;primjećivamo;primjećivate;primjećivaju
prisustvovati;prisustvovam;prisustvovaš;prisustvova;prisustvovamo;prisustvovate;prisustvovaju
ishlapljivati;ishlapljivam;ishlapljivaš;ishlapljiva;ishlapljivamo;ishlapljivate;ishlapljivaju
predavati;predavam;predavaš;predava;predavamo;predavate;predavaju
izostajati;izostajam;izostajaš;izostaja;izostajamo;izostajate;izostajaju
zastajati;zastajam;zastajaš;zastaja;zastajamo;zastajate;zastajaju
kovati;kovam;kovaš;kova;kovamo;kovate;kovaju
narinuti;narinem;narineš;narine;narinemo;narinete;narinu
predignuti;predignem;predigneš;predigne;predignemo;predignete;predignu
prepasti;prepasem;prepaseš;prepase;prepasemo;prepasete;prepasu
upirati;upiram;upiraš;upira;upiramo;upirate;upiraju
srati;sram;sraš;sra;sramo;srate;sraju
šapnuti;šapnem;šapneš;šapne;šapnemo;šapnete;šapnu
prepisati;prepisam;prepisaš;prepisa;prepisamo;prepisate;prepisaju
zakoraknuti;zakoraknem;zakorakneš;zakorakne;zakoraknemo;zakoraknete;zakoraknu
zajahati;zajaham;zajahaš;zajaha;zajahamo;zajahate;zajahaju
vesti;vesem;veseš;vese;vesemo;vesete;vesu
metnuti;metnem;metneš;metne;metnemo;metnete;metnu
podastrijeti;podastrem;podastreš;podastre;podastremo;podastrete;podastru
istisnuti;istisnsem;istisnseš;istisnse;istisnsemo;istisnsete;istisnsu
zbrati;zbram;zbraš;zbra;zbramo;zbrate;zbraju
pljunuti;pljunem;pljuneš;pljune;pljunemo;pljunete;pljunu
naći;nakem;nakeš;nake;nakemo;nakete;naku
zaklepetati;zaklepetam;zaklepetaš;zaklepeta;zaklepetamo;zaklepetate;zaklepetaju
uskliknuti;uskliknem;usklikneš;usklikne;uskliknemo;uskliknete;uskliknu
šibnuti;šibnem;šibneš;šibne;šibnemo;šibnete;šibnu
izokrenuti;izokrenem;izokreneš;izokrene;izokrenemo;izokrenete;izokrenu
dodirnuti;dodirnem;dodirneš;dodirne;dodirnemo;dodirnete;dodirnu
istesati;istesam;istesaš;istesa;istesamo;istesate;istesaju
porasti;porasem;poraseš;porase;porasemo;porasete;porasu
zamaći;zamakem;zamakeš;zamake;zamakemo;zamakete;zamaku
zapletati;zapletam;zapletaš;zapleta;zapletamo;zapletate;zapletaju
prsnuti;prsnem;prsneš;prsne;prsnemo;prsnete;prsnu
namaknuti;namaknem;namakneš;namakne;namaknemo;namaknete;namaknu
isjeći;isjekem;isjekeš;isjeke;isjekemo;isjekete;isjeku
tisnuti;tisnem;tisneš;tisne;tisnemo;tisnete;tisnu
oblijetati;oblijetam;oblijetaš;oblijeta;oblijetamo;oblijetate;oblijetaju
isprepletati;isprepletam;isprepletaš;isprepleta;isprepletamo;isprepletate;isprepletaju
odjenuti;odjenem;odjeneš;odjene;odjenemo;odjenete;odjenu
privesti;privesem;priveseš;privese;privesemo;privesete;privesu
uzdignuti;uzdignem;uzdigneš;uzdigne;uzdignemo;uzdignete;uzdignu
proizvesti;proizvesem;proizveseš;proizvese;proizvesemo;proizvesete;proizvesu
turnuti;turnem;turneš;turne;turnemo;turnete;turnu
podvrgnuti;podvrgnem;podvrgneš;podvrgne;podvrgnemo;podvrgnete;podvrgnu
navinuti;navinem;navineš;navine;navinemo;navinete;navinu
obići;obikem;obikeš;obike;obikemo;obikete;obiku
opomenuti;opomenem;opomeneš;opomene;opomenemo;opomenete;opomenu
zakleti;zaklmem;zaklmeš;zaklme;zaklmemo;zaklmete;zaklmu
pretjecati;pretjecam;pretjecaš;pretjeca;pretjecamo;pretjecate;pretjecaju
prići;prikem;prikeš;prike;prikemo;prikete;priku
nadzirati;nadziram;nadziraš;nadzira;nadziramo;nadzirate;nadziraju
išmrkati;išmrkam;išmrkaš;išmrka;išmrkamo;išmrkate;išmrkaju
otpočeti;otpočmem;otpočmeš;otpočme;otpočmemo;otpočmete;otpočmu
sinuti;sinem;sineš;sine;sinemo;sinete;sinu
dometnuti;dometnem;dometneš;dometne;dometnemo;dometnete;dometnu
uzverati;uzveram;uzveraš;uzvera;uzveramo;uzverate;uzveraju
pisnuti;pisnem;pisneš;pisne;pisnemo;pisnete;pisnu
odmicati;odmicam;odmicaš;odmica;odmicamo;odmicate;odmicaju
laknuti;laknem;lakneš;lakne;laknemo;laknete;laknu
izreći;izrekem;izrekeš;izreke;izrekemo;izrekete;izreku
saplesti;saplesem;sapleseš;saplese;saplesemo;saplesete;saplesu
naduti;nadmem;nadmeš;nadme;nadmemo;nadmete;nadmu
rasplesti;rasplesem;raspleseš;rasplese;rasplesemo;rasplesete;rasplesu
trljati;trljam;trljaš;trlja;trljamo;trljate;trljaju
prisezati;prisezam;prisezaš;priseza;prisezamo;prisezate;prisezaju
iskoraknuti;iskoraknem;iskorakneš;iskorakne;iskoraknemo;iskoraknete;iskoraknu
čeznuti;čeznem;čezneš;čezne;čeznemo;čeznete;čeznu
obući;obukem;obukeš;obuke;obukemo;obukete;obuku
poduzeti;poduzmem;poduzmeš;poduzme;poduzmemo;poduzmete;poduzmu
tresti;tresem;treseš;trese;tresemo;tresete;tresu
umakati;umakam;umakaš;umaka;umakamo;umakate;umakaju
provirati;proviram;proviraš;provira;proviramo;provirate;proviraju
dovesti;dovesem;doveseš;dovese;dovesemo;dovesete;dovesu
djenuti;djenem;djeneš;djene;djenemo;djenete;djenu
dovesti;dovesem;doveseš;dovese;dovesemo;dovesete;dovesu
podvinuti;podvinem;podvineš;podvine;podvinemo;podvinete;podvinu
odmetnuti;odmetnem;odmetneš;odmetne;odmetnemo;odmetnete;odmetnu
prirezati;prirezam;prirezaš;prireza;prirezamo;prirezate;prirezaju
lanuti;lanem;laneš;lane;lanemo;lanete;lanu
nadometnuti;nadometnem;nadometneš;nadometne;nadometnemo;nadometnete;nadometnu
ispreplitati;ispreplitam;ispreplitaš;ispreplita;ispreplitamo;ispreplitate;ispreplitaju
zadubiti;zadubim;zadubiš;zadubi;zadubimo;zadubite;zadube
uplesti;uplesem;upleseš;uplese;uplesemo;uplesete;uplesu
zapahnuti;zapahnem;zapahneš;zapahne;zapahnemo;zapahnete;zapahnu
zategnuti;zategnem;zategneš;zategne;zategnemo;zategnete;zategnu
zametati;zametam;zametaš;zameta;zametamo;zametate;zametaju
otklizati;otklizam;otklizaš;otkliza;otklizamo;otklizate;otklizaju
gugutati;gugutam;gugutaš;guguta;gugutamo;gugutate;gugutaju
zatrti;;;;;;
izvagati;izvagam;izvagaš;izvaga;izvagamo;izvagate;izvagaju
izlokati;izlokam;izlokaš;izloka;izlokamo;izlokate;izlokaju
protisnuti;protisnem;protisneš;protisne;protisnemo;protisnete;protisnu
kukurikati;kukurikam;kukurikaš;kukurika;kukurikamo;kukurikate;kukurikaju
otpočinuti;otpočinem;otpočineš;otpočine;otpočinemo;otpočinete;otpočinu
pokazati;pokazam;pokazaš;pokaza;pokazamo;pokazate;pokazaju
crći;crkem;crkeš;crke;crkemo;crkete;crku
navrijeti;navrem;navreš;navre;navremo;navrete;navru
koraknuti;koraknem;korakneš;korakne;koraknemo;koraknete;koraknu
istegnuti;istegnem;istegneš;istegne;istegnemo;istegnete;istegnu
sići;sikem;sikeš;sike;sikemo;sikete;siku
podrignuti;podrignem;podrigneš;podrigne;podrignemo;podrignete;podrignu
usisati;usisam;usisaš;usisa;usisamo;usisate;usisaju
prenemagati;prenemagam;prenemagaš;prenemaga;prenemagamo;prenemagate;prenemagaju
propuhati;propuham;propuhaš;propuha;propuhamo;propuhate;propuhaju
verati;veram;veraš;vera;veramo;verate;veraju
prevesti;prevesem;preveseš;prevese;prevesemo;prevesete;prevesu
raspolagati;raspolagam;raspolagaš;raspolaga;raspolagamo;raspolagate;raspolagaju
razasuti;razasmem;razasmeš;razasme;razasmemo;razasmete;razasmu
pritegnuti;pritegnem;pritegneš;pritegne;pritegnemo;pritegnete;pritegnu
povezati;povezam;povezaš;poveza;povezamo;povezate;povezaju
odumrijeti;odumrem;odumreš;odumre;odumremo;odumrete;odumru
pognuti;pognem;pogneš;pogne;pognemo;pognete;pognu
trljati;trljam;trljaš;trlja;trljamo;trljate;trljaju
očvrsnuti;očvrsnem;očvrsneš;očvrsne;očvrsnemo;očvrsnete;očvrsnu
povenuti;povenem;poveneš;povene;povenemo;povenete;povenu
lelekati;lelekam;lelekaš;leleka;lelekamo;lelekate;lelekaju
umetnuti;umetnem;umetneš;umetne;umetnemo;umetnete;umetnu
otpisati;otpisam;otpisaš;otpisa;otpisamo;otpisate;otpisaju
prenijeti;prenijmem;prenijmeš;prenijme;prenijmemo;prenijmete;prenijmu
podrezati;podrezam;podrezaš;podreza;podrezamo;podrezate;podrezaju
prinijeti;prinijmem;prinijmeš;prinijme;prinijmemo;prinijmete;prinijmu
odmoći;odmokem;odmokeš;odmoke;odmokemo;odmokete;odmoku
rasti;rasem;raseš;rase;rasemo;rasete;rasu
isklizati;isklizam;isklizaš;iskliza;isklizamo;isklizate;isklizaju
obrnuti;obrnem;obrneš;obrne;obrnemo;obrnete;obrnu
izreći;izrekem;izrekeš;izreke;izrekemo;izrekete;izreku
nametati;nametam;nametaš;nameta;nametamo;nametate;nametaju
poricati;poricam;poricaš;porica;poricamo;poricate;poricaju
obvezati;obvezam;obvezaš;obveza;obvezamo;obvezate;obvezaju
zamirati;zamiram;zamiraš;zamira;zamiramo;zamirate;zamiraju
zapodjenuti;zapodjenem;zapodjeneš;zapodjene;zapodjenemo;zapodjenete;zapodjenu
izdisati;izdisam;izdisaš;izdisa;izdisamo;izdisate;izdisaju
duhati;duham;duhaš;duha;duhamo;duhate;duhaju
potezati;potezam;potezaš;poteza;potezamo;potezate;potezaju
izglodati;izglodam;izglodaš;izgloda;izglodamo;izglodate;izglodaju
otpirati;otpiram;otpiraš;otpira;otpiramo;otpirate;otpiraju
prisegnuti;prisegnem;prisegneš;prisegne;prisegnemo;prisegnete;prisegnu
tonuti;tonem;toneš;tone;tonemo;tonete;tonu
uklesati;uklesam;uklesaš;uklesa;uklesamo;uklesate;uklesaju
postizati;postizam;postizaš;postiza;postizamo;postizate;postizaju
jeknuti;jeknem;jekneš;jekne;jeknemo;jeknete;jeknu
nagnuti;nagnem;nagneš;nagne;nagnemo;nagnete;nagnu
savinuti;savinem;savineš;savine;savinemo;savinete;savinu
zasjesti;zasjesem;zasjeseš;zasjese;zasjesemo;zasjesete;zasjesu
mrijeti;mrem;mreš;mre;mremo;mrete;mru
prizvati;prizvam;prizvaš;prizva;prizvamo;prizvate;prizvaju
skakutati;skakutam;skakutaš;skakuta;skakutamo;skakutate;skakutaju
narezati;narezam;narezaš;nareza;narezamo;narezate;narezaju
udahnuti;udahnem;udahneš;udahne;udahnemo;udahnete;udahnu
prokleti;proklmem;proklmeš;proklme;proklmemo;proklmete;proklmu
skoknuti;skoknem;skokneš;skokne;skoknemo;skoknete;skoknu
protrnuti;protrnem;protrneš;protrne;protrnemo;protrnete;protrnu
ispljunuti;ispljunem;ispljuneš;ispljune;ispljunemo;ispljunete;ispljunu
napisati;napisam;napisaš;napisa;napisamo;napisate;napisaju
zblenuti;zblenem;zbleneš;zblene;zblenemo;zblenete;zblenu
zaokrenuti;zaokrenem;zaokreneš;zaokrene;zaokrenemo;zaokrenete;zaokrenu
ispeti;ispmem;ispmeš;ispme;ispmemo;ispmete;ispmu
rastresti;rastresem;rastreseš;rastrese;rastresemo;rastresete;rastresu
omanuti;omanem;omaneš;omane;omanemo;omanete;omanu
opasti;opasem;opaseš;opase;opasemo;opasete;opasu
ćušnuti;ćušnem;ćušneš;ćušne;ćušnemo;ćušnete;ćušnu
iskrsnuti;iskrsnem;iskrsneš;iskrsne;iskrsnemo;iskrsnete;iskrsnu
uzdizati;uzdizam;uzdizaš;uzdiza;uzdizamo;uzdizate;uzdizaju
pridjenuti;pridjenem;pridjeneš;pridjene;pridjenemo;pridjenete;pridjenu
premrijeti;premrem;premreš;premre;premremo;premrete;premru
obliznuti;obliznem;oblizneš;oblizne;obliznemo;obliznete;obliznu
preminuti;preminem;premineš;premine;preminemo;preminete;preminu
obuzeti;obuzmem;obuzmeš;obuzme;obuzmemo;obuzmete;obuzmu
blebetati;blebetam;blebetaš;blebeta;blebetamo;blebetate;blebetaju
preoteti;preotmem;preotmeš;preotme;preotmemo;preotmete;preotmu
postići;postsem;postseš;postse;postsemo;postsete;postsu
