glagoli  |  top2     
glumovati: jem, am
robljavati: am, jem
klamavati: am, im
zacenjivati: jem, am
zaslanjati: am, jem
zaškiljiti: im, jem
obeznačiti: im, am
strvljivati: jem, am
projunačiti: im, am
rasploštiti: im, am
preformirati: am, em
istanjivati: jem, em
prebijati: am, em
remigrirati: am, im
grupašiti: im, jem
napnjeti: im, em
odrvenjivati: jem, am
podmještati: am, im
primaknuti: em, im
uzmahati: em, jem
ustanovljivati: jem, am
razblaživati: jem, em
mjenjivati: jem, em
siknuti: em, im
čepušnuti: em, im
zibnuti: em, im
zacakljivati: jem, am
kurvljivati: jem, am
ukaljati: am, im
podžarivati: jem, am
zakraćivati: jem, am
promjerivati: jem, am
usopćivati: jem, am
zaspavljivati: am, jem
zasoptati: am, im
odstažirati: am, im
oblijevati: am, em
odšaptati: am, em
rastakati: em, am
dopjevati: am, jem
narazgovarati: am, im
razročiti: im, am
sučeljavati: am, jem
zadajati: am, jem
nužditi: im, am
ribiti: im, am
opresti: em, ijem
prisiljivati: jem, am
pomladiti: im, jem
nadavati: jem, am
proharčiti: im, am
tintirati: am, em
jednostavniti: im, am
zalizivati: jem, am
izbalaviti: im, jem
smetiti: im, ijem
potjecati: em, am
prorjeđivati: jem, am
bekrijati: am, im
preroniti: im, jem
dunuti: em, jem
predujmljivati: jem, am
izopijati: am, em
preštampati: am, im
preobrazivati: am, jem
potkrpavati: am, im
polijepiti: im, em
prevrtati: em, am
osamostaljivati: jem, am
kockavati: am, im
čeličivati: jem, am
odmuljiti: im, jem
razvijoriti: im, am
golićivati: jem, am
zaroktati: am, em
zajebati: am, em
šorati: am, em
uspentrati: am, im
krilatiti: im, am
nužđivati: jem, am
raskljucavati: am, im
posisati: am, em
odlamati: am, jem
islužiti: im, jem
tupljivati: jem, am
tjerivati: jem, am
đubriti: im, jem
frčati: am, im
podjebati: am, em
popiškiti: im, ijem
proturječiti: im, am
ugnuti: em, im
jednostaviti: im, am
udružiti: im, jem
dotegliti: im, jem
pritočiti: im, jem
duhaniti: im, jem
eskontirati: am, im
ulizati: em, am
bekati: am, im
pućpurikati: im, em
varavati: am, jem
hitrivati: jem, am
otplakati: em, am
rasprskati: am, em
unajmljivati: jem, am
raspeti: em, ijem
domamljivati: jem, am
krmačivati: jem, am
škopljivati: jem, am
dovoljiti: im, jem
stranjivati: jem, am
razvlačiti: im, jem
degenerirati: am, em
njunjoriti: im, am
odcjepljivati: jem, am
razroštati: im, am
pižđivati: jem, am
reducirati: am, im
zahoditi: im, am
ulupavati: am, im
zagrgoljiti: im, ijem
otrežnjavati: am, jem
štrecnuti: em, im
raspršnjivati: jem, em
vapnjivati: jem, em
zbandati: am, im
prigorijevati: am, jem
uzglobljivati: jem, am
oličavati: am, im
zabrojati: im, am
pregrtati: em, am
dotjerati: am, im
zavojačiti: im, jem
prorokovati: jem, am
samoprognati: am, im
uzmahnuti: em, im
ogorčiti: im, am
oklizivati: am, jem
propletati: em, am
razlabaviti: im, am
ćoriti: im, am
nizivati: jem, am
stihovati: jem, am
promjeravati: am, jem
praćivati: jem, am
harčiti: im, am
usiriti: im, am
mrskati: am, em
opapučiti: im, jem
brcnuti: em, im
rasprostirati: am, em
priželjeti: im, jem
zaokoliti: im, am
sjedavati: am, jem
druskati: am, im
panjkavati: am, im
razvriježiti: im, em
izmucati: am, im
samoprovjeravati: am, jem
odručivati: jem, am
svitati: am, em
perjatiti: im, jem
trepetati: am, em
viktimizirati: am, em
usijavati: am, jem
zglihati: em, am
bogati: am, em
usredsređivati: jem, am
proarčiti: im, am
prenaseljivati: jem, am
ublijedjeti: im, am
prekrojiti: im, jem
postirati: em, am
raspečatiti: im, jem
zadužiti: im, em
zakružiti: im, jem
naguzivati: am, jem
histerizirati: am, em
supskribirati: am, im
rešetavati: am, im
uzbibavati: am, em
uznemiriti: im, jem
doslušati: am, im
šamarati: am, im
pretrpavati: am, im
zakukuljivati: am, jem
arhivirati: am, im
podapinjati: jem, am
ispraćkati: am, im
štogljiti: im, am
ogrijavati: am, jem
nadiviti: im, ijem
ušančiti: im, am
otpeljavati: am, jem
šćapavati: am, im
šandrcati: am, im
prismrditi: im, am
ispretati: am, em
truljeti: em, im
usrtati: em, am
zablendati: am, em
došunjati: am, jem
gatiti: im, am
propucati: am, em
raskršćivati: jem, am
barabiti: im, am
zastariti: im, jem
režentati: am, im
nijeti: em, im
odojiti: im, jem
cernirati: am, im
pocrniti: im, am
preoblačiti: im, jem
gipsivati: am, jem
guljivati: jem, am
udobrovoljavati: am, jem
zamišljavati: am, jem
kolonizirati: am, im
prigrtati: em, am
zabundavati: am, jem
vindicirati: am, im
iskivati: jem, am
propinjati: jem, am
relansirati: am, im
rokirati: am, em
razbuđivati: jem, am
zabašurivati: jem, am
nadoilaziti: im, em
rođavati: am, jem
proburazivati: am, jem
razjurivati: jem, am
ukopavati: am, im
okorijevati: jem, am
isprditi: im, am
razderavati: am, jem
napješačiti: im, jem
repetirati: am, em
srašćivati: jem, am
uobičajivati: jem, am
prošivati: am, jem
dvostručiti: im, jem
trackavati: am, im
ukuhavati: am, im
zamladiti: im, jem
draživati: jem, am
feštati: am, im
uštipnuti: em, im
korivati: jem, am
spakovati: am, jem
šprehati: am, im
sposobiti: im, am
ključiti: im, am
tvrđivati: jem, am
ugnati: am, em
tandrčivati: jem, am
ogoliti: im, em
premamiti: im, jem
mrdavati: am, jem
opelješivati: jem, am
servisirati: am, em
mjesečariti: im, jem
giljati: am, im
snaživati: jem, am
okoljivati: jem, am
pomahnitati: am, em
razređivati: jem, am
izronjivati: jem, am
kovarnuti: em, jem
raščetvoriti: im, am
plindrati: am, em
nagruhati: am, em
erektirati: am, em
konfirmirati: am, em
šeptrljati: am, jem
procjepljivati: jem, am
krhnjivati: jem, em
prizorivati: jem, am
prohuktati: am, em
pućivati: jem, am
škrabati: am, im
razgaliti: im, em
trapavati: am, im
adnotirati: am, em
skrivljivati: am, jem
licencirati: am, em
isukivati: jem, am
frajerirati: am, em
brkatiti: im, am
pljačkavati: am, im
usuglašavati: am, im
teturavati: am, jem
abonirati: am, em
kuživati: jem, am
masturbirati: am, im
izjednačivati: am, jem
ispredavati: jem, am
izmrljati: am, em
mamljivati: jem, am
piljkati: am, im
prenagljivati: jem, am
pijati: am, em
bitisati: em, am
raspečivati: jem, am
skrašavati: am, im
malovažavati: am, im
ćoretati: am, em
njaknuti: em, im
posahnuti: em, im
protrpjeti: jem, im
nadomjeriti: im, am
priraditi: im, am
šikljavati: am, jem
domagati: em, jem
upetljati: am, im
živariti: im, jem
anektirati: am, em
debirokratizirati: am, im
ugrađivati: jem, am
dekantirati: am, em
priplesti: em, jem
despotovati: jem, im
najmljivati: jem, am
uspuhivati: jem, am
usahnjivati: jem, am
ruživati: jem, am
cvrčati: am, im
najebati: am, em
podvriskivati: jem, am
postostručivati: jem, am
rignuti: em, im
možđivati: jem, am
iskristalizirati: am, im
agovati: am, jem
gnjeckati: am, im
potpasti: em, jem
prohladnjivati: jem, am
urlikati: em, am
proizići: em, am
izopačivati: am, jem
napenderiti: im, jem
otkravljivati: jem, am
pošnjofati: am, em
sačinjavati: am, im
sujetiti: im, jem
krštavati: am, im
naklanjati: am, jem
pothranjivati: jem, am
rumunjizirati: am, em
slušavati: am, im
percipirati: am, em
rastrići: em, im
razmicati: em, am
snabdijevati: am, jem
vještavati: am, im
iskrvarivati: jem, am
užagriti: im, am
načrčkati: am, im
leđivati: jem, am
prišarafljivati: jem, am
zablaćivati: jem, am
zasprintati: am, em
zbježati: im, am
kopulirati: am, em
naslagivati: jem, em
traverzirati: am, im
zarutaviti: im, am
bermati: am, im
opustošivati: am, jem
denikotinizirati: am, im
komedijašiti: im, am
izviknuti: em, im
upotpunjavati: am, jem
destruirati: am, im
omekopućivati: jem, am
čijati: am, im
autostopirati: am, im
pošiziti: im, em
molati: am, jem
komplimentirati: am, im
sjenčavati: am, im
podlagati: em, jem
dražavati: am, im
obrastati: am, im
izvježbavati: am, jem
vrcnuti: em, im
prelaziti: im, em
plićati: am, em
hrapaviti: im, am
išpartati: am, im
pokršiti: im, am
operjatiti: im, am
uzdrmati: am, im
postizavati: am, em
kopavati: am, im
kučivati: jem, am
vrckati: am, em
pliniti: im, jem
kvakati: em, am
ogladniti: im, am
naklopati: am, im
sjedjeti: im, am
usustaviti: im, am
iznivelirati: am, em
krivljivati: jem, am
odvidati: am, em
poniklati: jem, am
posmotriti: im, am
kadjeti: im, am
proklijati: am, em
tezati: em, am
toptati: am, im
smijesiti: im, em
stostručivati: jem, am
isprđivati: jem, am
zažgati: am, im
zadahtati: em, im
vagivati: jem, am
podrutati: am, em
uskovitlavati: am, im
isparavati: am, jem
izvrgnuti: em, im
klepnuti: em, im
resecirati: am, im
zabiberivati: jem, am
razuđivati: jem, am
izvlašćivati: jem, am
cavtjeti: im, am
izdovoljivati: jem, am
zasmijati: ijem, im
privići: em, im
razmjeriti: im, am
cvoknuti: em, im
zađakoniti: im, am
curivati: am, jem
iscjenkati: am, em
mlaviti: im, jem
provariti: im, jem
zabjelasati: am, em
drvenjeti: im, jem
dogledati: am, im
razmjeravati: am, jem
intercedirati: am, em
jeduckati: am, im
kroćivati: jem, am
skrolirati: am, im
reformirati: am, em
rvati: am, jem
disonirati: am, im
podzidavati: jem, am
profanirati: am, im
remećivati: jem, am
posvjetovljivati: jem, am
točivati: am, jem
palacati: am, em
blinkati: am, em
polakomiti: im, am
pročitavati: am, im
nanašati: am, em
razmijesiti: im, em
pretrpati: am, im
lančiti: im, am
interferirati: am, im
rebalansirati: am, im
vrgavati: am, im
nagnojiti: im, am
bratimljivati: jem, am
polucirati: am, im
uturati: am, em
hrsnuti: em, jem
kolčivati: jem, am
prolunjavati: am, jem
prekratiti: im, am
izjedriti: im, jem
zaporiti: im, am
urivati: jem, am
ispunjivati: jem, em
stjerivati: jem, am
kotrljavati: am, jem
raskuštrati: am, im
naždrokati: am, em
ispirivati: jem, am
postiditi: im, jem
ondulirati: am, im
omađijati: jem, am
kvadrirati: am, im
bajcati: am, im
uspregnuti: em, im
međiti: im, jem
vrstiti: im, jem
plavjeti: im, am
oneraspoloživati: jem, am
golititi: im, jem
sažvakavati: am, im
uronjivati: jem, am
frcnuti: em, im
preštampavati: am, im
boćati: am, em
zašuštavati: am, im
važiti: im, jem
kardašivati: am, jem
doliječiti: im, am
razljećivati: jem, am
razgranavati: am, jem
ukapavati: am, im
isprevraćati: am, em
podliti: ijem, im
ribavati: am, jem
prezasititi: im, jem
ucjeđivati: jem, am
rastočivati: jem, am
ustreljivati: jem, am
strijeti: em, im
momkovati: jem, im
ozečiti: im, jem
listiti: im, jem
kresivati: jem, am
prokašljavati: am, jem
zgrušavati: am, em
jarovizirati: am, im
falšati: am, im
vragolati: am, im
satrati: am, im
reemitirati: am, im
odjahivati: jem, em
razdrijemati: am, im
drilati: am, em
smrmljati: am, em
pristupati: am, im
muškarčivati: am, jem
pofarbati: am, em
raskvocati: am, im
uvati: jem, am
ušeprtljiti: im, jem
gostiti: im, jem
oneobičavati: am, im
raspuhivati: jem, am
slučiti: im, jem
oneređivati: jem, am
trivijalizirati: am, im
opijevati: am, jem
doderati: em, am
umočiti: im, am
najvoljeti: im, em
razgibati: am, em
šinuti: em, jem
žimati: am, jem
pregrupirati: am, im
ujediniti: im, am
skupusati: em, am
dinstati: am, em
odalečivati: jem, am
reskirati: am, em
tucavati: am, im
dahtavati: am, im
našetati: am, em
zaušivati: jem, am
omjerati: am, im
amplificirati: am, im
pečenjariti: im, jem
razgalamiti: im, jem
smjehnuti: em, im
nacerivati: jem, am
kaštigati: am, em
prorašćivati: jem, am
podglavljivati: jem, am
inkrustirati: am, im
ucrtavati: am, im
uzjogunjivati: jem, am
pridijevati: am, jem
zabiglisati: em, am
zapljesnivjeti: im, jem
zaštopavati: am, im
prećivati: jem, am
udrobljivati: jem, am
deprimirati: am, em
betežati: am, im
usoptjeti: im, jem
raskupusavati: am, jem
opanjkavati: am, im
razjoguniti: im, jem
poizbijati: am, jem
zaronjivati: jem, am
živčanjivati: am, jem
okrvaviti: im, am
vjeroviti: im, am
natkrovljivati: am, jem
hučiti: im, jem
čitlučiti: im, jem
naškropiti: im, am
čupnuti: em, im
malaksati: am, im
učitati: am, em
zagrcavati: am, im
vrdavati: am, jem
izmrvljivati: jem, am
svoditi: im, am
oteturati: am, im
ukriživati: jem, am
zajauknuti: em, im
prokađivati: jem, am
remontirati: am, im
ulupiti: im, jem
respondirati: am, em
razminirati: am, em
hiljaditi: im, am
razvreživati: jem, em
uobličivati: jem, am
hoteći: em, im
ižđikljati: am, jem
zagraktati: em, am
iskupati: am, im
ravnotežiti: im, jem
izglodavati: jem, am
majmunirati: em, am
ljuljkati: am, em
pogovarati: am, im
obezbojiti: im, am
prispavati: am, im
uskrisivati: am, jem
sitnjavati: am, jem
zakovrčati: am, im
sviravati: am, jem
zarobljivati: jem, am
pougibati: am, im
eksperimentirati: am, im
odronjavati: am, jem
avansirati: am, im
zahladnjivati: jem, am
dvoličiti: im, jem
naribavati: am, em
prokunjavati: am, jem
tanačiti: im, jem
povikati: em, am
psiknuti: em, im
zaguravati: am, jem
tehnicirati: am, em
obremenjivati: jem, em
ispljeskati: am, em
isfinancirati: am, em
posustati: em, am
trkati: am, em
demaskirati: am, im
trličati: im, am
paštroćati: am, em
crvavati: am, im
istavljati: am, em
preznojavati: am, jem
paprivati: am, jem
koziti: im, am
otprašiti: im, ijem
pločati: im, jem
prenaseliti: im, em
zadiviti: im, em
bješnjeti: im, jem
blanuti: em, jem
zaznajati: am, jem
apercipirati: am, em
kupusivati: jem, am
pobunjivati: jem, am
pokresati: em, am
krmačiti: im, jem
cilikati: am, em
izbaljivati: jem, am
otupjeti: im, jem
uljuđivati: jem, am
raspečiti: im, jem
blesirati: am, em
iznevjeravati: am, jem
misionariti: im, am
usvinjivati: jem, em
srepljivati: jem, am
iskapavati: am, im
iskašljavati: jem, am
prenapeti: em, im
kusurivati: jem, am
raspasavati: em, jem
razjesti: em, jem
podlijevati: am, jem
silirati: am, em
denzificirati: am, em
suprotiviti: im, am
čepljivati: jem, am
veravati: am, jem
hračnuti: em, im
prekrcati: am, im
šprlcati: am, im
ogrežnjavati: am, jem
prenaseljavati: am, jem
umješivati: jem, am
poduplati: am, jem
prostreljivati: jem, am
preplesti: em, jem
prilizati: em, am
cmokati: am, em
odzračivati: jem, am
vlašiti: im, jem
užavati: am, im
natiskivati: am, em
ispuhnuti: em, jem
razgnjevljivati: jem, am
ižeti: jem, em
fucati: am, im
očavati: am, im
kandirati: am, im
opapučivati: jem, am
poživotinjavati: am, jem
šćućurivati: jem, am
samiti: im, ijem
plavljati: am, im
zadniti: im, em
razvrći: em, jem
ispopreskakati: em, am
đikljati: am, jem
decidirati: am, im
zakašnjivati: jem, em
poizbacivati: jem, am
okolčati: im, am
rastamburavati: am, jem
refinancirati: am, im
cinčati: am, im
razmrskavati: am, im
preračunati: am, im
kurivati: jem, am
zurnati: em, im
iskrvljivati: jem, am
mokrivati: am, jem
isporazbolijevati: am, em
prigotovljivati: jem, am
nakupati: am, im
roptati: am, em
nakinđurivati: jem, am
posrknuti: em, im
čavkati: am, im
poučavati: am, im
premoriti: im, am
raskrajati: am, jem
prekretati: em, am
smaći: em, jem
okvašivati: jem, am
suživjeti: im, jem
poslikati: am, em
prosijecati: am, em
šugati: am, em
namečivati: jem, am
živinčiti: im, am
puzavati: am, em
istesavati: jem, em
ispotpisati: em, am
razriješiti: im, em
oteliti: im, em
uzbibati: am, em
zbirati: em, am
poživčanjivati: am, jem
kasetirati: am, em
povlažiti: im, jem
hrvatovati: jem, am
zagorčavati: am, im
mikroskopirati: am, em
suosjećati: am, em
lajavati: am, jem
zašuškavati: am, im
progarati: am, im
svirnuti: em, im
oplahnjivati: jem, am
ponamještati: am, im
zatrnuti: em, im
blindirati: am, im
potkađivati: jem, am
tranširati: am, im
razigravati: am, im
pupčiti: im, ijem
zazreti: em, im
podnimiti: im, am
porazmještati: am, im
prasiti: im, ijem
nafrakati: am, em
jazivati: jem, em
runjati: am, jem
progruntati: am, em
nabubavati: am, jem
dokoturati: am, im
opošteniti: im, jem
razbadriti: im, jem
nabrojati: im, am
pokuđivati: jem, am
poplijesniti: im, em
zacvičati: im, am
izderavati: am, jem
zaduživati: am, jem
čuđavati: am, jem
galebariti: im, am
ižedniti: im, jem
sedlavati: am, jem
urušiti: im, jem
ćaknuti: em, im
sprdnuti: em, im
ovezati: em, im
printati: am, em
skrpavati: am, im
oguglavati: am, im
vesternizirati: am, im
goljivati: jem, am
prepletati: em, am
svajati: am, jem
čvokati: em, am
preprodavati: am, jem
taslačiti: im, jem
isprekrižati: am, im
pouzimati: jem, am
premjeravati: am, jem
presjediti: im, am
predvoditi: im, am
zapunjivati: jem, em
bubetati: am, em
nabrecati: am, em
zatreskivati: jem, am
pridržavati: am, im
punomoćiti: im, jem
okoriti: im, am
sorljati: am, im
obijediti: im, am
zvaničiti: im, jem
poreknuti: em, im
upisati: em, am
poteći: em, im
parivati: jem, am
isprovrtati: em, am
rastamburati: am, im
stanoviti: im, am
grbljivati: jem, am
isjecati: am, em
potpadati: am, em
raspisati: em, am
pregrmljivati: jem, am
rasposlati: jem, am
bačijati: am, im
izlicitirati: am, em
raščuti: jem, em
ludirati: am, em
sjeckivati: jem, am
robijašiti: im, am
gugutnuti: em, im
prokuljati: am, em
zabezeknjivati: jem, em
vreživati: jem, em
upjevati: am, jem
kitati: em, am
omrći: em, jem
podlaktiti: im, am
pretisnuti: em, jem
upumpavati: am, im
orbitirati: am, im
coktati: am, em
prepoizodnositi: im, am
razbrbljavati: am, jem
utaborivati: am, jem
pohlaptati: am, im
rađivati: jem, am
streljivati: jem, am
džepariti: im, jem
akademizirati: am, im
minimalizirati: am, em
ogubaviti: im, jem
prevlačiti: im, jem
siniti: im, jem
dozidavati: am, jem
graktavati: am, im
zbuniti: im, jem
sinkretizirati: am, em
natjerivati: jem, am
zadjevojčiti: im, am
podruštvljavati: am, jem
zamlađivati: jem, am
začarati: am, im
predsjedavati: jem, am
seknjivati: jem, am
špancirati: am, im
plinuti: em, jem
pretipkavati: am, im
raskalašivati: jem, am
rumenjivati: jem, em
obaći: em, am
zagipsavati: am, em
plinoficirati: am, im
prepiljivati: jem, am
grajati: am, jem
kaptirati: am, em
črčkarati: am, im
arestirati: am, em
preplakati: em, am
privikavati: am, im
redestilirati: am, em
došepesati: am, em
muknjivati: jem, em
respirirati: am, em
rekonstituirati: am, im
skladiti: im, jem
ocrveniti: im, am
djeljivati: jem, am
namrvljivati: jem, am
dovabljivati: jem, am
pljoštiti: im, ijem
izmrcvariti: im, jem
antropomorfizirati: am, im
zaštopati: am, im
razmetnuti: em, im
zapahnjivati: jem, em
pocakljivati: jem, am
napaliti: im, em
stokirati: am, em
ispružati: am, jem
opatrnuti: em, im
razvađati: am, em
mukati: am, em
slovenizirati: am, im
eksati: am, im
onesposobljivati: jem, am
izobješćivati: jem, am
priziđivati: jem, am
promunđati: am, em
raspresti: em, ijem
obariti: im, ijem
stuknuti: em, im
pijucnuti: em, im
poremećivati: jem, am
uzobješćivati: jem, am
naelektrizirati: am, im
slišivati: jem, am
uazbučiti: im, am
kolocirati: am, im
ustreptati: am, jem
ishodovati: jem, am
kinđurivati: jem, am
jamčivati: am, jem
educirati: am, im
osvještavati: am, im
ćuknuti: em, im
proštepavati: am, im
penaljivati: jem, am
putavati: am, im
kresavati: em, jem
stuljivati: jem, am
bogotvorivati: jem, am
oprištaviti: im, am
probljeskivati: jem, am
uzdići: em, im
taknuti: em, im
rogačiti: im, jem
biskupovati: jem, am
vladikovati: jem, am
rujavati: am, jem
nadparafirati: am, em
raspomamljivati: jem, am
amorfizirati: am, im
otpretati: em, am
protaknuti: em, im
snesti: em, jem
svojačiti: im, jem
prekrstiti: im, am
